COD;DESCRICAO;CODUF;DESCUF;SIGLAUF;LONGITUDE;LATITUDE
3139300;MANGA;31;MINAS GERAIS;MG;-43,93676152;-14,75592211
3139409;MANHUAÇU;31;MINAS GERAIS;MG;-42,03384829;-20,25868008
3139508;MANHUMIRIM;31;MINAS GERAIS;MG;-41,96267981;-20,36399911
3139607;MANTENA;31;MINAS GERAIS;MG;-40,97852574;-18,78069987
3139706;MARAVILHAS;31;MINAS GERAIS;MG;-44,67607613;-19,51467972
3139805;MAR DE ESPANHA;31;MINAS GERAIS;MG;-43,00840675;-21,86689338
3139904;MARIA DA FÉ;31;MINAS GERAIS;MG;-45,37105369;-22,30721878
3140001;MARIANA;31;MINAS GERAIS;MG;-43,41614041;-20,37449323
3140100;MARILAC;31;MINAS GERAIS;MG;-42,08168895;-18,50497241
3140159;MÁRIO CAMPOS;31;MINAS GERAIS;MG;-44,1858253;-20,05363641
3140209;MARIPÁ DE MINAS;31;MINAS GERAIS;MG;-42,96834993;-21,69226275
3140308;MARLIÉRIA;31;MINAS GERAIS;MG;-42,73737904;-19,70645611
3140407;MARMELÓPOLIS;31;MINAS GERAIS;MG;-45,1600478;-22,4465171
3140506;MARTINHO CAMPOS;31;MINAS GERAIS;MG;-45,2386504;-19,32974235
3140530;MARTINS SOARES;31;MINAS GERAIS;MG;-41,87579091;-20,2582292
3140555;MATA VERDE;31;MINAS GERAIS;MG;-40,73853341;-15,6876678
3140605;MATERLÂNDIA;31;MINAS GERAIS;MG;-43,05737591;-18,47277367
3140704;MATEUS LEME;31;MINAS GERAIS;MG;-44,42899124;-19,99086814
3140803;MATIAS BARBOSA;31;MINAS GERAIS;MG;-43,31916199;-21,86947927
3140852;MATIAS CARDOSO;31;MINAS GERAIS;MG;-43,91782644;-14,85028388
3140902;MATIPÓ;31;MINAS GERAIS;MG;-42,34148641;-20,28714825
3141009;MATO VERDE;31;MINAS GERAIS;MG;-42,86651472;-15,39732155
3141108;MATOZINHOS;31;MINAS GERAIS;MG;-44,08397457;-19,56191028
3141207;MATUTINA;31;MINAS GERAIS;MG;-45,98351703;-19,22661206
3141306;MEDEIROS;31;MINAS GERAIS;MG;-46,22668882;-19,99330788
3141405;MEDINA;31;MINAS GERAIS;MG;-41,47630907;-16,22479562
3141504;MENDES PIMENTEL;31;MINAS GERAIS;MG;-41,40561517;-18,66177774
3141603;MERCÊS;31;MINAS GERAIS;MG;-43,34107016;-21,19206492
3141702;MESQUITA;31;MINAS GERAIS;MG;-42,60566106;-19,22434581
3141801;MINAS NOVAS;31;MINAS GERAIS;MG;-42,59675871;-17,21545816
3141900;MINDURI;31;MINAS GERAIS;MG;-44,60929282;-21,67754348
3142007;MIRABELA;31;MINAS GERAIS;MG;-44,16064378;-16,25845294
3142106;MIRADOURO;31;MINAS GERAIS;MG;-42,34614986;-20,89441907
3142205;MIRAÍ;31;MINAS GERAIS;MG;-42,61603959;-21,19398174
3142254;MIRAVÂNIA;31;MINAS GERAIS;MG;-44,41207543;-14,7478394
3142304;MOEDA;31;MINAS GERAIS;MG;-44,04756867;-20,33026884
3142403;MOEMA;31;MINAS GERAIS;MG;-45,42531013;-19,8386999
3142502;MONJOLOS;31;MINAS GERAIS;MG;-44,11931677;-18,32368562
3142601;MONSENHOR PAULO;31;MINAS GERAIS;MG;-45,54507414;-21,76177214
3142700;MONTALVÂNIA;31;MINAS GERAIS;MG;-44,36362058;-14,42036478
3142809;MONTE ALEGRE DE MINAS;31;MINAS GERAIS;MG;-48,87711691;-18,86916672
3142908;MONTE AZUL;31;MINAS GERAIS;MG;-42,87316549;-15,15533859
3143005;MONTE BELO;31;MINAS GERAIS;MG;-46,36824558;-21,32714585
3143104;MONTE CARMELO;31;MINAS GERAIS;MG;-47,49597243;-18,72903844
3143153;MONTE FORMOSO;31;MINAS GERAIS;MG;-41,25457874;-16,86649383
3143203;MONTE SANTO DE MINAS;31;MINAS GERAIS;MG;-46,97711855;-21,19047484
3143302;MONTES CLAROS;31;MINAS GERAIS;MG;-43,86542243;-16,72270664
3143401;MONTE SIÃO;31;MINAS GERAIS;MG;-46,57370269;-22,43354882
3143450;MONTEZUMA;31;MINAS GERAIS;MG;-42,5074737;-15,17114416
3143500;MORADA NOVA DE MINAS;31;MINAS GERAIS;MG;-45,35550235;-18,60744472
3143609;MORRO DA GARÇA;31;MINAS GERAIS;MG;-44,60353103;-18,54721846
3143708;MORRO DO PILAR;31;MINAS GERAIS;MG;-43,37480418;-19,21834223
3143807;MUNHOZ;31;MINAS GERAIS;MG;-46,36037093;-22,61278269
3143906;MURIAÉ;31;MINAS GERAIS;MG;-42,3610749;-21,13204679
3144003;MUTUM;31;MINAS GERAIS;MG;-41,43913852;-19,80718922
3144102;MUZAMBINHO;31;MINAS GERAIS;MG;-46,52680469;-21,37301275
3144201;NACIP RAYDAN;31;MINAS GERAIS;MG;-42,25179159;-18,45792419
3144300;NANUQUE;31;MINAS GERAIS;MG;-40,35173883;-17,83899335
3144359;NAQUE;31;MINAS GERAIS;MG;-42,33470845;-19,22354347
3144375;NATALÂNDIA;31;MINAS GERAIS;MG;-46,49753436;-16,50383648
3144409;NATÉRCIA;31;MINAS GERAIS;MG;-45,51823451;-22,11847374
3144508;NAZARENO;31;MINAS GERAIS;MG;-44,61723466;-21,21769697
3144607;NEPOMUCENO;31;MINAS GERAIS;MG;-45,23742912;-21,23457694
3144656;NINHEIRA;31;MINAS GERAIS;MG;-41,74878896;-15,32380192
3144672;NOVA BELÉM;31;MINAS GERAIS;MG;-41,10368783;-18,49409082
3144706;NOVA ERA;31;MINAS GERAIS;MG;-43,03545685;-19,76442307
3144805;NOVA LIMA;31;MINAS GERAIS;MG;-43,84978336;-19,98389299
3144904;NOVA MÓDICA;31;MINAS GERAIS;MG;-41,50133627;-18,44160561
3145000;NOVA PONTE;31;MINAS GERAIS;MG;-47,67057075;-19,16889165
3145059;NOVA PORTEIRINHA;31;MINAS GERAIS;MG;-43,30255123;-15,8022102
3145109;NOVA RESENDE;31;MINAS GERAIS;MG;-46,4170291;-21,12665191
3145208;NOVA SERRANA;31;MINAS GERAIS;MG;-44,98557874;-19,87586738
3145307;NOVO CRUZEIRO;31;MINAS GERAIS;MG;-41,87539154;-17,47488886
3145356;NOVO ORIENTE DE MINAS;31;MINAS GERAIS;MG;-41,22209661;-17,40916568
3145372;NOVORIZONTE;31;MINAS GERAIS;MG;-42,41678084;-16,01953857
3145406;OLARIA;31;MINAS GERAIS;MG;-43,93092688;-21,86477294
3145455;OLHOS-D'ÁGUA;31;MINAS GERAIS;MG;-43,57141098;-17,40189993
3145505;OLÍMPIO NORONHA;31;MINAS GERAIS;MG;-45,2641357;-22,06695981
3145604;OLIVEIRA;31;MINAS GERAIS;MG;-44,82641087;-20,69751578
3145703;OLIVEIRA FORTES;31;MINAS GERAIS;MG;-43,46254387;-21,33949327
3145802;ONÇA DE PITANGUI;31;MINAS GERAIS;MG;-44,80838218;-19,74552448
3145851;ORATÓRIOS;31;MINAS GERAIS;MG;-42,80633922;-20,43099595
3145877;ORIZÂNIA;31;MINAS GERAIS;MG;-42,20294608;-20,50412137
3145901;OURO BRANCO;31;MINAS GERAIS;MG;-43,6947708;-20,52358312
3146008;OURO FINO;31;MINAS GERAIS;MG;-46,38008083;-22,28352442
3146107;OURO PRETO;31;MINAS GERAIS;MG;-43,50644752;-20,38677637
3146206;OURO VERDE DE MINAS;31;MINAS GERAIS;MG;-41,26870949;-18,06933909
3146255;PADRE CARVALHO;31;MINAS GERAIS;MG;-42,52074483;-16,36510327
3146305;PADRE PARAÍSO;31;MINAS GERAIS;MG;-41,48496481;-17,07631865
3146404;PAINEIRAS;31;MINAS GERAIS;MG;-45,53875769;-18,90221721
3146503;PAINS;31;MINAS GERAIS;MG;-45,66081318;-20,37091725
3146552;PAI PEDRO;31;MINAS GERAIS;MG;-43,07055598;-15,53706599
3146602;PAIVA;31;MINAS GERAIS;MG;-43,41883337;-21,28785225
3146701;PALMA;31;MINAS GERAIS;MG;-42,31582588;-21,37256116
3146750;PALMÓPOLIS;31;MINAS GERAIS;MG;-40,4203976;-16,7344675
3146909;PAPAGAIOS;31;MINAS GERAIS;MG;-44,74470173;-19,45553676
3147006;PARACATU;31;MINAS GERAIS;MG;-46,87541889;-17,21974191
3147105;PARÁ DE MINAS;31;MINAS GERAIS;MG;-44,60538019;-19,86473796
3147204;PARAGUAÇU;31;MINAS GERAIS;MG;-45,73269547;-21,54731603
3147303;PARAISÓPOLIS;31;MINAS GERAIS;MG;-45,78170353;-22,55519277
3147402;PARAOPEBA;31;MINAS GERAIS;MG;-44,40311687;-19,28142895
3147501;PASSABÉM;31;MINAS GERAIS;MG;-43,14381374;-19,35098248
3147600;PASSA QUATRO;31;MINAS GERAIS;MG;-44,96963867;-22,38979813
3147709;PASSA TEMPO;31;MINAS GERAIS;MG;-44,4934172;-20,65238775
3147808;PASSA-VINTE;31;MINAS GERAIS;MG;-44,23104879;-22,20897688
3147907;PASSOS;31;MINAS GERAIS;MG;-46,61141257;-20,7192119
3147956;PATIS;31;MINAS GERAIS;MG;-44,08270531;-16,07927636
3148004;PATOS DE MINAS;31;MINAS GERAIS;MG;-46,51591568;-18,59257082
3148103;PATROCÍNIO;31;MINAS GERAIS;MG;-46,99743824;-18,94081296
3148202;PATROCÍNIO DO MURIAÉ;31;MINAS GERAIS;MG;-42,2126533;-21,15171127
3148301;PAULA CÂNDIDO;31;MINAS GERAIS;MG;-42,9831551;-20,87016153
3148400;PAULISTAS;31;MINAS GERAIS;MG;-42,8726251;-18,43173771
3148509;PAVÃO;31;MINAS GERAIS;MG;-41,00011321;-17,43268958
3148608;PEÇANHA;31;MINAS GERAIS;MG;-42,56318627;-18,54688899
3148707;PEDRA AZUL;31;MINAS GERAIS;MG;-41,28175198;-16,00592279
3148756;PEDRA BONITA;31;MINAS GERAIS;MG;-42,33213449;-20,52001849
3148806;PEDRA DO ANTA;31;MINAS GERAIS;MG;-42,71593332;-20,59601126
3148905;PEDRA DO INDAIÁ;31;MINAS GERAIS;MG;-45,20981009;-20,2535964
3149002;PEDRA DOURADA;31;MINAS GERAIS;MG;-42,15453867;-20,82994616
3149101;PEDRALVA;31;MINAS GERAIS;MG;-45,46597152;-22,254226
3149150;PEDRAS DE MARIA DA CRUZ;31;MINAS GERAIS;MG;-44,39244396;-15,59901245
3149200;PEDRINÓPOLIS;31;MINAS GERAIS;MG;-47,46061739;-19,22772041
3149309;PEDRO LEOPOLDO;31;MINAS GERAIS;MG;-44,04588396;-19,61839589
3149408;PEDRO TEIXEIRA;31;MINAS GERAIS;MG;-43,74545906;-21,70680715
3149507;PEQUERI;31;MINAS GERAIS;MG;-43,12628617;-21,83690413
3149606;PEQUI;31;MINAS GERAIS;MG;-44,6534419;-19,62798709
3149705;PERDIGÃO;31;MINAS GERAIS;MG;-45,07936258;-19,95512294
3149804;PERDIZES;31;MINAS GERAIS;MG;-47,29200845;-19,33865752
3149903;PERDÕES;31;MINAS GERAIS;MG;-45,09308783;-21,09451887
3149952;PERIQUITO;31;MINAS GERAIS;MG;-42,23472463;-19,1544849
3150000;PESCADOR;31;MINAS GERAIS;MG;-41,60162282;-18,35362873
3150109;PIAU;31;MINAS GERAIS;MG;-43,32912517;-21,50461753
3150158;PIEDADE DE CARATINGA;31;MINAS GERAIS;MG;-42,07426397;-19,75921262
3150208;PIEDADE DE PONTE NOVA;31;MINAS GERAIS;MG;-42,7352389;-20,24766462
3150307;PIEDADE DO RIO GRANDE;31;MINAS GERAIS;MG;-44,20250175;-21,46973287
3150406;PIEDADE DOS GERAIS;31;MINAS GERAIS;MG;-44,22791601;-20,46101035
3150505;PIMENTA;31;MINAS GERAIS;MG;-45,79908703;-20,48319539
3150539;PINGO-D'ÁGUA;31;MINAS GERAIS;MG;-42,40866578;-19,72860825
3150570;PINTÓPOLIS;31;MINAS GERAIS;MG;-45,14950688;-16,05498973
3150604;PIRACEMA;31;MINAS GERAIS;MG;-44,47847177;-20,50899586
3150703;PIRAJUBA;31;MINAS GERAIS;MG;-48,69663806;-19,90850491
3150802;PIRANGA;31;MINAS GERAIS;MG;-43,28734555;-20,68514382
3150901;PIRANGUÇU;31;MINAS GERAIS;MG;-45,4932717;-22,52649385
3151008;PIRANGUINHO;31;MINAS GERAIS;MG;-45,53473918;-22,41187307
3151107;PIRAPETINGA;31;MINAS GERAIS;MG;-42,34843105;-21,65597201
3151206;PIRAPORA;31;MINAS GERAIS;MG;-44,95106538;-17,3495821
3151305;PIRAÚBA;31;MINAS GERAIS;MG;-43,01813081;-21,27655013
3151404;PITANGUI;31;MINAS GERAIS;MG;-44,89011889;-19,68059724
3151503;PIUMHI;31;MINAS GERAIS;MG;-45,96056867;-20,47088287
3151602;PLANURA;31;MINAS GERAIS;MG;-48,69991886;-20,1386632
3151701;POÇO FUNDO;31;MINAS GERAIS;MG;-45,96496956;-21,78469255
3151800;POÇOS DE CALDAS;31;MINAS GERAIS;MG;-46,56641004;-21,78736358
3151909;POCRANE;31;MINAS GERAIS;MG;-41,62900125;-19,6201444
3152006;POMPÉU;31;MINAS GERAIS;MG;-45,00187086;-19,22095718
3152105;PONTE NOVA;31;MINAS GERAIS;MG;-42,90968427;-20,41664342
3152131;PONTO CHIQUE;31;MINAS GERAIS;MG;-45,06313451;-16,63303974
3152170;PONTO DOS VOLANTES;31;MINAS GERAIS;MG;-41,5078082;-16,75451963
3152204;PORTEIRINHA;31;MINAS GERAIS;MG;-43,02852265;-15,74683773
3152303;PORTO FIRME;31;MINAS GERAIS;MG;-43,09141091;-20,66826697
3152402;POTÉ;31;MINAS GERAIS;MG;-41,78838552;-17,80136945
3152501;POUSO ALEGRE;31;MINAS GERAIS;MG;-45,93714428;-22,230303
3152600;POUSO ALTO;31;MINAS GERAIS;MG;-44,97534357;-22,19094229
3152709;PRADOS;31;MINAS GERAIS;MG;-44,07328028;-21,05601446
3152808;PRATA;31;MINAS GERAIS;MG;-48,92384607;-19,30821121
3152907;PRATÁPOLIS;31;MINAS GERAIS;MG;-46,86091734;-20,74418445
3153004;PRATINHA;31;MINAS GERAIS;MG;-46,37844864;-19,75694525
3153103;PRESIDENTE BERNARDES;31;MINAS GERAIS;MG;-43,19005558;-20,7656775
3153202;PRESIDENTE JUSCELINO;31;MINAS GERAIS;MG;-44,05418228;-18,64078174
3153301;PRESIDENTE KUBITSCHEK;31;MINAS GERAIS;MG;-43,55744795;-18,6154898
3153400;PRESIDENTE OLEGÁRIO;31;MINAS GERAIS;MG;-46,41778869;-18,41474197
3153509;ALTO JEQUITIBÁ;31;MINAS GERAIS;MG;-41,96717511;-20,42292711
3153608;PRUDENTE DE MORAIS;31;MINAS GERAIS;MG;-44,15839067;-19,48356038
3153707;QUARTEL GERAL;31;MINAS GERAIS;MG;-45,55886339;-19,2676901
3153806;QUELUZITO;31;MINAS GERAIS;MG;-43,8800273;-20,74238448
3153905;RAPOSOS;31;MINAS GERAIS;MG;-43,8047742;-19,96559877
3154002;RAUL SOARES;31;MINAS GERAIS;MG;-42,45416754;-20,10195885
3154101;RECREIO;31;MINAS GERAIS;MG;-42,47139457;-21,53378462
3154150;REDUTO;31;MINAS GERAIS;MG;-41,98519886;-20,2426797
3154200;RESENDE COSTA;31;MINAS GERAIS;MG;-44,2394035;-20,91736924
3154309;RESPLENDOR;31;MINAS GERAIS;MG;-41,25396711;-19,32548393
3154408;RESSAQUINHA;31;MINAS GERAIS;MG;-43,75870609;-21,05530092
3154457;RIACHINHO;31;MINAS GERAIS;MG;-46,00274682;-16,21682617
3154507;RIACHO DOS MACHADOS;31;MINAS GERAIS;MG;-43,04456373;-15,99803416
3154606;RIBEIRÃO DAS NEVES;31;MINAS GERAIS;MG;-44,08582365;-19,76602202
3154705;RIBEIRÃO VERMELHO;31;MINAS GERAIS;MG;-45,06478211;-21,19041433
3154804;RIO ACIMA;31;MINAS GERAIS;MG;-43,79085438;-20,09513016
3154903;RIO CASCA;31;MINAS GERAIS;MG;-42,6522302;-20,22651287
3155009;RIO DOCE;31;MINAS GERAIS;MG;-42,89568131;-20,2446457
3155108;RIO DO PRADO;31;MINAS GERAIS;MG;-40,57189393;-16,60940785
3155207;RIO ESPERA;31;MINAS GERAIS;MG;-43,4653334;-20,8580801
3155306;RIO MANSO;31;MINAS GERAIS;MG;-44,31020504;-20,26168237
3155405;RIO NOVO;31;MINAS GERAIS;MG;-43,12866892;-21,48324915
3155504;RIO PARANAÍBA;31;MINAS GERAIS;MG;-46,24275309;-19,1912383
3155603;RIO PARDO DE MINAS;31;MINAS GERAIS;MG;-42,54123198;-15,61307802
3155702;RIO PIRACICABA;31;MINAS GERAIS;MG;-43,17982375;-19,95494117
3155801;RIO POMBA;31;MINAS GERAIS;MG;-43,17780565;-21,27219061
3155900;RIO PRETO;31;MINAS GERAIS;MG;-43,82946567;-22,08692225
3156007;RIO VERMELHO;31;MINAS GERAIS;MG;-43,0224391;-18,30111057
3156106;RITÁPOLIS;31;MINAS GERAIS;MG;-44,32347752;-21,02325327
3156205;ROCHEDO DE MINAS;31;MINAS GERAIS;MG;-43,02206851;-21,63145963
3156304;RODEIRO;31;MINAS GERAIS;MG;-42,86867626;-21,20070508
3156403;ROMARIA;31;MINAS GERAIS;MG;-47,5817549;-18,88348003
3156452;ROSÁRIO DA LIMEIRA;31;MINAS GERAIS;MG;-42,50605997;-20,9812982
3156502;RUBELITA;31;MINAS GERAIS;MG;-42,26476233;-16,40296642
3156601;RUBIM;31;MINAS GERAIS;MG;-40,53694147;-16,37297352
3156700;SABARÁ;31;MINAS GERAIS;MG;-43,82555709;-19,89249451
3156809;SABINÓPOLIS;31;MINAS GERAIS;MG;-43,08820364;-18,67181465
3156908;SACRAMENTO;31;MINAS GERAIS;MG;-47,43655532;-19,86357634
3157005;SALINAS;31;MINAS GERAIS;MG;-42,29350647;-16,16985573
3157104;SALTO DA DIVISA;31;MINAS GERAIS;MG;-39,95075602;-15,9975707
3157203;SANTA BÁRBARA;31;MINAS GERAIS;MG;-43,40522099;-19,96559119
3157252;SANTA BÁRBARA DO LESTE;31;MINAS GERAIS;MG;-42,14084058;-19,97579267
3157278;SANTA BÁRBARA DO MONTE VERDE;31;MINAS GERAIS;MG;-43,70177417;-21,95726702
3157302;SANTA BÁRBARA DO TUGÚRIO;31;MINAS GERAIS;MG;-43,55894878;-21,24620839
3157336;SANTA CRUZ DE MINAS;31;MINAS GERAIS;MG;-44,22325785;-21,11947103
3157377;SANTA CRUZ DE SALINAS;31;MINAS GERAIS;MG;-41,75035453;-16,09435564
3157401;SANTA CRUZ DO ESCALVADO;31;MINAS GERAIS;MG;-42,81845285;-20,23827726
3157500;SANTA EFIGÊNIA DE MINAS;31;MINAS GERAIS;MG;-42,43931267;-18,81983782
3157609;SANTA FÉ DE MINAS;31;MINAS GERAIS;MG;-45,41363312;-16,68737345
3157658;SANTA HELENA DE MINAS;31;MINAS GERAIS;MG;-40,68628864;-16,93630753
3157708;SANTA JULIANA;31;MINAS GERAIS;MG;-47,52714433;-19,31129893
3157807;SANTA LUZIA;31;MINAS GERAIS;MG;-43,85000726;-19,76761685
3157906;SANTA MARGARIDA;31;MINAS GERAIS;MG;-42,25253578;-20,37792543
3158003;SANTA MARIA DE ITABIRA;31;MINAS GERAIS;MG;-43,11014984;-19,45901077
3158102;SANTA MARIA DO SALTO;31;MINAS GERAIS;MG;-40,14693301;-16,24757268
3158201;SANTA MARIA DO SUAÇUÍ;31;MINAS GERAIS;MG;-42,41780245;-18,1922522
3158300;SANTANA DA VARGEM;31;MINAS GERAIS;MG;-45,50712105;-21,24896218
3158409;SANTANA DE CATAGUASES;31;MINAS GERAIS;MG;-42,55460495;-21,28402808
3158508;SANTANA DE PIRAPAMA;31;MINAS GERAIS;MG;-44,03810251;-19,006886
3158607;SANTANA DO DESERTO;31;MINAS GERAIS;MG;-43,17231783;-21,94969204
3158706;SANTANA DO GARAMBÉU;31;MINAS GERAIS;MG;-44,11087343;-21,60183186
3158805;SANTANA DO JACARÉ;31;MINAS GERAIS;MG;-45,12804857;-20,90167749
3158904;SANTANA DO MANHUAÇU;31;MINAS GERAIS;MG;-41,92349746;-20,10854617
3158953;SANTANA DO PARAÍSO;31;MINAS GERAIS;MG;-42,55258295;-19,36909852
3159001;SANTANA DO RIACHO;31;MINAS GERAIS;MG;-43,7114593;-19,17009187
3159100;SANTANA DOS MONTES;31;MINAS GERAIS;MG;-43,70599828;-20,78973485
3159209;SANTA RITA DE CALDAS;31;MINAS GERAIS;MG;-46,33862578;-22,02643549
3159308;SANTA RITA DE JACUTINGA;31;MINAS GERAIS;MG;-44,10044185;-22,14846112
3159357;SANTA RITA DE MINAS;31;MINAS GERAIS;MG;-42,13178084;-19,87521017
3159407;SANTA RITA DE IBITIPOCA;31;MINAS GERAIS;MG;-43,91676052;-21,56123008
3159506;SANTA RITA DO ITUETO;31;MINAS GERAIS;MG;-41,37927822;-19,35981301
3159605;SANTA RITA DO SAPUCAÍ;31;MINAS GERAIS;MG;-45,70398819;-22,25332983
3159704;SANTA ROSA DA SERRA;31;MINAS GERAIS;MG;-45,97066443;-19,53262114
3159803;SANTA VITÓRIA;31;MINAS GERAIS;MG;-50,12346511;-18,84394798
3159902;SANTO ANTÔNIO DO AMPARO;31;MINAS GERAIS;MG;-44,91867494;-20,94624857
3160009;SANTO ANTÔNIO DO AVENTUREIRO;31;MINAS GERAIS;MG;-42,81163725;-21,75582818
3160108;SANTO ANTÔNIO DO GRAMA;31;MINAS GERAIS;MG;-42,6138988;-20,31250028
3160207;SANTO ANTÔNIO DO ITAMBÉ;31;MINAS GERAIS;MG;-43,30377941;-18,46897165
3160306;SANTO ANTÔNIO DO JACINTO;31;MINAS GERAIS;MG;-40,17533733;-16,53768341
3160405;SANTO ANTÔNIO DO MONTE;31;MINAS GERAIS;MG;-45,29393592;-20,08721925
3160454;SANTO ANTÔNIO DO RETIRO;31;MINAS GERAIS;MG;-42,62437652;-15,34263354
3160504;SANTO ANTÔNIO DO RIO ABAIXO;31;MINAS GERAIS;MG;-43,25305718;-19,2256798
3160603;SANTO HIPÓLITO;31;MINAS GERAIS;MG;-44,22169822;-18,28781019
3160702;SANTOS DUMONT;31;MINAS GERAIS;MG;-43,55375217;-21,45753199
3160801;SÃO BENTO ABADE;31;MINAS GERAIS;MG;-45,07536063;-21,57904802
3160900;SÃO BRÁS DO SUAÇUÍ;31;MINAS GERAIS;MG;-43,95267465;-20,62650407
3160959;SÃO DOMINGOS DAS DORES;31;MINAS GERAIS;MG;-42,009508;-19,52944607
3161007;SÃO DOMINGOS DO PRATA;31;MINAS GERAIS;MG;-42,9603634;-19,8710279
3161056;SÃO FÉLIX DE MINAS;31;MINAS GERAIS;MG;-41,49035283;-18,58610559
3161106;SÃO FRANCISCO;31;MINAS GERAIS;MG;-44,86131274;-15,95256381
3161205;SÃO FRANCISCO DE PAULA;31;MINAS GERAIS;MG;-44,98263062;-20,7135318
3161304;SÃO FRANCISCO DE SALES;31;MINAS GERAIS;MG;-49,76556632;-19,86511436
3161403;SÃO FRANCISCO DO GLÓRIA;31;MINAS GERAIS;MG;-42,26822053;-20,79230142
3161502;SÃO GERALDO;31;MINAS GERAIS;MG;-42,83766413;-20,92084753
3161601;SÃO GERALDO DA PIEDADE;31;MINAS GERAIS;MG;-42,28913507;-18,84403134
3161650;SÃO GERALDO DO BAIXIO;31;MINAS GERAIS;MG;-41,36362824;-18,91880852
3161700;SÃO GONÇALO DO ABAETÉ;31;MINAS GERAIS;MG;-45,83424615;-18,34111293
3161809;SÃO GONÇALO DO PARÁ;31;MINAS GERAIS;MG;-44,85718898;-19,98568473
3161908;SÃO GONÇALO DO RIO ABAIXO;31;MINAS GERAIS;MG;-43,34804002;-19,8318007
3162005;SÃO GONÇALO DO SAPUCAÍ;31;MINAS GERAIS;MG;-45,59463779;-21,89190514
3162104;SÃO GOTARDO;31;MINAS GERAIS;MG;-46,05314404;-19,31270019
3162203;SÃO JOÃO BATISTA DO GLÓRIA;31;MINAS GERAIS;MG;-46,50346147;-20,63903685
3162252;SÃO JOÃO DA LAGOA;31;MINAS GERAIS;MG;-44,34908856;-16,85205516
3162302;SÃO JOÃO DA MATA;31;MINAS GERAIS;MG;-45,92652981;-21,93485282
3162401;SÃO JOÃO DA PONTE;31;MINAS GERAIS;MG;-44,00895511;-15,92451307
3162450;SÃO JOÃO DAS MISSÕES;31;MINAS GERAIS;MG;-44,08126229;-14,88253348
3162500;SÃO JOÃO DEL REI;31;MINAS GERAIS;MG;-44,26097273;-21,13550897
3162559;SÃO JOÃO DO MANHUAÇU;31;MINAS GERAIS;MG;-42,15215775;-20,39549987
3162575;SÃO JOÃO DO MANTENINHA;31;MINAS GERAIS;MG;-41,15874844;-18,72783749
3162609;SÃO JOÃO DO ORIENTE;31;MINAS GERAIS;MG;-42,15645989;-19,33766613
3162658;SÃO JOÃO DO PACUÍ;31;MINAS GERAIS;MG;-44,52957099;-16,53837514
3162708;SÃO JOÃO DO PARAÍSO;31;MINAS GERAIS;MG;-42,01142244;-15,3184381
3162807;SÃO JOÃO EVANGELISTA;31;MINAS GERAIS;MG;-42,77604814;-18,54518683
3162906;SÃO JOÃO NEPOMUCENO;31;MINAS GERAIS;MG;-43,01128577;-21,53569706
3162922;SÃO JOAQUIM DE BICAS;31;MINAS GERAIS;MG;-44,26627302;-20,06346846
3162948;SÃO JOSÉ DA BARRA;31;MINAS GERAIS;MG;-46,31932957;-20,72209097
3162955;SÃO JOSÉ DA LAPA;31;MINAS GERAIS;MG;-43,9599563;-19,69862682
3163003;SÃO JOSÉ DA SAFIRA;31;MINAS GERAIS;MG;-42,14641052;-18,32511746
3163102;SÃO JOSÉ DA VARGINHA;31;MINAS GERAIS;MG;-44,56105973;-19,70480599
3163201;SÃO JOSÉ DO ALEGRE;31;MINAS GERAIS;MG;-45,53018761;-22,32905525
3163300;SÃO JOSÉ DO DIVINO;31;MINAS GERAIS;MG;-41,39120878;-18,48326332
3163409;SÃO JOSÉ DO GOIABAL;31;MINAS GERAIS;MG;-42,70986013;-19,92798322
3163508;SÃO JOSÉ DO JACURI;31;MINAS GERAIS;MG;-42,66662677;-18,27581075
3163607;SÃO JOSÉ DO MANTIMENTO;31;MINAS GERAIS;MG;-41,74907282;-20,00599898
3163706;SÃO LOURENÇO;31;MINAS GERAIS;MG;-45,0533731;-22,11776867
3163805;SÃO MIGUEL DO ANTA;31;MINAS GERAIS;MG;-42,72089905;-20,70591759
3163904;SÃO PEDRO DA UNIÃO;31;MINAS GERAIS;MG;-46,62132689;-21,1334585
3164001;SÃO PEDRO DOS FERROS;31;MINAS GERAIS;MG;-42,52390093;-20,17190982
3164100;SÃO PEDRO DO SUAÇUÍ;31;MINAS GERAIS;MG;-42,60023194;-18,36550576
3164209;SÃO ROMÃO;31;MINAS GERAIS;MG;-45,0691352;-16,36863922
3164308;SÃO ROQUE DE MINAS;31;MINAS GERAIS;MG;-46,36899493;-20,25067081
3164407;SÃO SEBASTIÃO DA BELA VISTA;31;MINAS GERAIS;MG;-45,75478921;-22,15500579
3164431;SÃO SEBASTIÃO DA VARGEM ALEGRE;31;MINAS GERAIS;MG;-42,63866589;-21,07383034
3164472;SÃO SEBASTIÃO DO ANTA;31;MINAS GERAIS;MG;-41,9795989;-19,50010709
3164506;SÃO SEBASTIÃO DO MARANHÃO;31;MINAS GERAIS;MG;-42,5657457;-18,09137151
3164605;SÃO SEBASTIÃO DO OESTE;31;MINAS GERAIS;MG;-45,00313399;-20,2740952
3164704;SÃO SEBASTIÃO DO PARAÍSO;31;MINAS GERAIS;MG;-46,98647183;-20,91806545
3164803;SÃO SEBASTIÃO DO RIO PRETO;31;MINAS GERAIS;MG;-43,17473442;-19,28576667
