siglaTribunal;grau;classe;orgaoJulgador_codigoOrgao;assunto;pct_movs_acima_100_dias;chave
TJAM;JE;12154;4908;11811;0.16666666666666669;TJAM|4908|12154|11811
TJAM;JE;156;5060;7717;0.26086956521739124;TJAM|5060|156|7717
TJAM;JE;22;4907;7779;0.4999999999999999;TJAM|4907|22|7779
TJAM;JE;278;5065;3386;0.15200000000000008;TJAM|5065|278|3386
TJAM;JE;278;5065;3402;0.2727272727272727;TJAM|5065|278|3402
TJAM;JE;278;5065;3469;0.1590909090909091;TJAM|5065|278|3469
TJAM;JE;278;5079;3397;0.10526315789473684;TJAM|5079|278|3397
TJAM;JE;278;5079;5885;0.125;TJAM|5079|278|5885
TJAM;JE;278;13092;3402;0.33333333333333337;TJAM|13092|278|3402
TJAM;JE;293;13092;3620;0.35714285714285715;TJAM|13092|293|3620
TJAM;JE;293;13092;3621;0.23076923076923078;TJAM|13092|293|3621
TJAM;JE;355;5065;3618;0.21428571428571427;TJAM|5065|355|3618
TJAM;JE;436;4905;10132;0.33333333333333337;TJAM|4905|436|10132
TJAM;JE;436;4905;10328;0.3333333333333333;TJAM|4905|436|10328
TJAM;JE;436;4905;10671;0.2424242424242425;TJAM|4905|436|10671
TJAM;JE;436;4905;1855;0.3571428571428571;TJAM|4905|436|1855
TJAM;JE;436;4905;4951;0.33333333333333337;TJAM|4905|436|4951
TJAM;JE;436;4905;7681;0.3376623376623377;TJAM|4905|436|7681
TJAM;JE;436;4905;7691;0.3333333333333333;TJAM|4905|436|7691
TJAM;JE;436;4905;8859;0.33333333333333337;TJAM|4905|436|8859
TJAM;JE;436;4905;9148;0.33333333333333337;TJAM|4905|436|9148
TJAM;JE;436;4905;9149;0.33333333333333337;TJAM|4905|436|9149
TJAM;JE;436;4905;9518;0.33333333333333337;TJAM|4905|436|9518
TJAM;JE;436;4905;9609;0.33333333333333337;TJAM|4905|436|9609
TJAM;JE;436;4905;9610;0.33333333333333337;TJAM|4905|436|9610
TJAM;JE;436;5060;10433;0.15625;TJAM|5060|436|10433
TJAM;JE;436;5060;10445;0.13793103448275862;TJAM|5060|436|10445
TJAM;JE;436;5060;7717;0.2567567567567567;TJAM|5060|436|7717
TJAM;JE;436;5060;9606;0.20833333333333337;TJAM|5060|436|9606
TJAM;JE;436;5065;7691;0.2105263157894737;TJAM|5065|436|7691
TJAM;JE;436;5065;9587;0.19718309859154928;TJAM|5065|436|9587
TJAM;JE;436;5079;10439;0.19780219780219774;TJAM|5079|436|10439
TJAM;JE;436;11677;10431;0.4374999999999999;TJAM|11677|436|10431
TJAM;JE;436;13092;10433;0.14545454545454542;TJAM|13092|436|10433
TJAM;JE;436;13092;4980;0.12499999999999999;TJAM|13092|436|4980
TJAM;JE;436;13092;7691;0.16326530612244905;TJAM|13092|436|7691
TJAM;JE;436;13092;9580;0.11764705882352938;TJAM|13092|436|9580
TJAM;JE;436;13092;9587;0.22222222222222224;TJAM|13092|436|9587
TJAM;JE;436;13092;9606;0.11764705882352944;TJAM|13092|436|9606
TJAP;G1;108;6164;4993;0.10112359550561796;TJAP|6164|108|4993
TJAP;G1;10943;6171;3442;0.1388888888888889;TJAP|6171|10943|3442
TJAP;G1;10943;6411;5865;0.13043478260869565;TJAP|6411|10943|5865
TJAP;G1;10943;75533;3579;0.13235294117647053;TJAP|75533|10943|3579
TJAP;G1;1114;6162;4949;0.15384615384615383;TJAP|6162|1114|4949
TJAP;G1;1114;6164;10892;0.1739130434782609;TJAP|6164|1114|10892
TJAP;G1;1114;6164;4972;0.10638297872340427;TJAP|6164|1114|4972
TJAP;G1;1114;6409;7681;0.15625;TJAP|6409|1114|7681
TJAP;G1;1114;13718;10429;0.12195121951219512;TJAP|13718|1114|10429
TJAP;G1;1116;6147;10395;0.10619469026548675;TJAP|6147|1116|10395
TJAP;G1;1116;6151;9985;0.17073170731707316;TJAP|6151|1116|9985
TJAP;G1;1116;6409;14;0.10714285714285712;TJAP|6409|1116|14
TJAP;G1;1116;6417;10395;0.12698412698412692;TJAP|6417|1116|10395
TJAP;G1;1116;16409;10394;0.12941176470588237;TJAP|16409|1116|10394
TJAP;G1;1118;6157;6017;0.10416666666666664;TJAP|6157|1118|6017
TJAP;G1;1118;6417;7708;0.11538461538461538;TJAP|6417|1118|7708
TJAP;G1;1118;13718;8919;0.5;TJAP|13718|1118|8919
TJAP;G1;120;6155;10956;0.14285714285714285;TJAP|6155|120|10956
TJAP;G1;120;6165;10379;0.1111111111111111;TJAP|6165|120|10379
TJAP;G1;1294;6162;7732;0.18518518518518517;TJAP|6162|1294|7732
TJAP;G1;156;6164;8990;0.10810810810810813;TJAP|6164|156|8990
TJAP;G1;156;6404;7681;0.10204081632653057;TJAP|6404|156|7681
TJAP;G1;156;13718;4970;0.12307692307692306;TJAP|13718|156|4970
TJAP;G1;159;6151;7681;0.10526315789473682;TJAP|6151|159|7681
TJAP;G1;159;6155;4972;0.1052631578947368;TJAP|6155|159|4972
TJAP;G1;159;6155;7681;0.125;TJAP|6155|159|7681
TJAP;G1;159;6164;9587;0.11538461538461538;TJAP|6164|159|9587
TJAP;G1;159;6417;4994;0.11111111111111112;TJAP|6417|159|4994
TJAP;G1;1707;6151;10445;0.14285714285714285;TJAP|6151|1707|10445
TJAP;G1;1707;6165;10444;0.13333333333333336;TJAP|6165|1707|10444
TJAP;G1;1709;6167;10445;0.14583333333333331;TJAP|6167|1709|10445
TJAP;G1;172;6164;9148;0.125;TJAP|6164|172|9148
TJAP;G1;172;6165;7709;0.13114754098360654;TJAP|6165|172|7709
TJAP;G1;172;6404;9149;0.13043478260869565;TJAP|6404|172|9149
TJAP;G1;172;6404;9518;0.15;TJAP|6404|172|9518
TJAP;G1;22;6147;7771;0.14285714285714285;TJAP|6147|22|7771
TJAP;G1;22;6155;6094;0.13043478260869568;TJAP|6155|22|6094
TJAP;G1;22;6162;10422;0.14893617021276592;TJAP|6162|22|10422
TJAP;G1;22;6162;7780;0.10937499999999999;TJAP|6162|22|7780
TJAP;G1;22;6162;9593;0.1052631578947368;TJAP|6162|22|9593
TJAP;G1;22;13718;7704;0.10126582278481015;TJAP|13718|22|7704
TJAP;G1;261;6147;10671;0.14285714285714285;TJAP|6147|261|10671
TJAP;G1;261;6151;10011;0.14285714285714285;TJAP|6151|261|10011
TJAP;G1;261;6151;10385;0.14285714285714285;TJAP|6151|261|10385
TJAP;G1;261;6151;10445;0.125;TJAP|6151|261|10445
TJAP;G1;261;6155;10011;0.25;TJAP|6155|261|10011
TJAP;G1;261;6155;10444;0.14285714285714285;TJAP|6155|261|10444
TJAP;G1;261;6155;10445;0.125;TJAP|6155|261|10445
TJAP;G1;261;6155;10577;0.14285714285714285;TJAP|6155|261|10577
TJAP;G1;261;6155;5626;0.14285714285714285;TJAP|6155|261|5626
TJAP;G1;261;6155;6094;0.14285714285714285;TJAP|6155|261|6094
TJAP;G1;261;6155;7735;0.125;TJAP|6155|261|7735
TJAP;G1;261;6155;899;0.14285714285714285;TJAP|6155|261|899
TJAP;G1;261;6417;6017;0.1111111111111111;TJAP|6417|261|6017
TJAP;G1;261;13718;10445;0.1111111111111111;TJAP|13718|261|10445
TJAP;G1;261;13718;9192;0.14285714285714285;TJAP|13718|261|9192
TJAP;G1;261;78603;6114;0.2857142857142857;TJAP|78603|261|6114
TJAP;G1;275;13605;3395;0.13333333333333333;TJAP|13605|275|3395
TJAP;G1;283;6171;5555;0.18181818181818182;TJAP|6171|283|5555
TJAP;G1;283;6171;5556;0.15686274509803913;TJAP|6171|283|5556
TJAP;G1;283;6172;3420;0.1282051282051282;TJAP|6172|283|3420
TJAP;G1;283;6172;3473;0.125;TJAP|6172|283|3473
TJAP;G1;283;6172;3474;0.10043668122270738;TJAP|6172|283|3474
TJAP;G1;283;6172;3660;0.16;TJAP|6172|283|3660
TJAP;G1;283;6406;3419;0.10465116279069765;TJAP|6406|283|3419
TJAP;G1;283;6407;3391;0.11111111111111108;TJAP|6407|283|3391
TJAP;G1;283;6411;3435;0.1515151515151515;TJAP|6411|283|3435
TJAP;G1;283;6411;3539;0.13333333333333333;TJAP|6411|283|3539
TJAP;G1;283;6411;5560;0.11538461538461534;TJAP|6411|283|5560
TJAP;G1;283;16409;10950;0.14285714285714285;TJAP|16409|283|10950
TJAP;G1;293;6155;3620;0.12499999999999996;TJAP|6155|293|3620
TJAP;G1;293;6411;3627;0.12499999999999996;TJAP|6411|293|3627
TJAP;G1;293;16409;287;0.13043478260869565;TJAP|16409|293|287
TJAP;G1;306;13396;7929;0.16666666666666669;TJAP|13396|306|7929
TJAP;G1;355;6147;3369;0.4444444444444445;TJAP|6147|355|3369
TJAP;G1;355;6151;3633;0.1111111111111111;TJAP|6151|355|3633
TJAP;G1;355;6155;10949;0.14285714285714285;TJAP|6155|355|10949
TJAP;G1;355;6155;3372;0.1111111111111111;TJAP|6155|355|3372
TJAP;G1;355;6155;3386;0.14285714285714285;TJAP|6155|355|3386
TJAP;G1;355;6155;3416;0.14285714285714285;TJAP|6155|355|3416
TJAP;G1;355;6155;3417;0.14285714285714288;TJAP|6155|355|3417
TJAP;G1;355;6155;3548;0.1111111111111111;TJAP|6155|355|3548
TJAP;G1;355;6155;3607;0.14285714285714285;TJAP|6155|355|3607
TJAP;G1;355;6160;10602;0.10204081632653059;TJAP|6160|355|10602
TJAP;G1;355;6407;3416;0.3;TJAP|6407|355|3416
TJAP;G1;355;6407;3618;0.3076923076923077;TJAP|6407|355|3618
TJAP;G1;355;6407;3632;0.12500000000000003;TJAP|6407|355|3632
TJAP;G1;355;13605;3431;0.1875;TJAP|13605|355|3431
TJAP;G1;355;16409;3435;0.16666666666666666;TJAP|16409|355|3435
TJAP;G1;355;16409;3465;0.1111111111111111;TJAP|16409|355|3465
TJAP;G1;37;6165;9163;0.12727272727272723;TJAP|6165|37|9163
TJAP;G1;386;6147;3415;0.10606060606060601;TJAP|6147|386|3415
TJAP;G1;386;6151;7942;0.12195121951219512;TJAP|6151|386|7942
TJAP;G1;386;6157;7791;0.12820512820512822;TJAP|6157|386|7791
TJAP;G1;386;6404;10635;0.16129032258064518;TJAP|6404|386|10635
TJAP;G1;386;6407;3465;0.1166666666666666;TJAP|6407|386|3465
TJAP;G1;386;6411;3419;0.13114754098360656;TJAP|6411|386|3419
TJAP;G1;39;6404;7687;0.10218978102189782;TJAP|6404|39|7687
TJAP;G1;45;6162;7681;0.11111111111111109;TJAP|6162|45|7681
TJAP;G1;7;6162;10029;0.10294117647058824;TJAP|6162|7|10029
TJAP;G1;7;6162;10334;0.11764705882352937;TJAP|6162|7|10334
TJAP;G1;7;6162;7703;0.12903225806451607;TJAP|6162|7|7703
TJAP;G1;7;6164;10288;0.1384615384615384;TJAP|6164|7|10288
TJAP;G1;7;6164;10340;0.13333333333333333;TJAP|6164|7|10340
TJAP;G1;7;6164;7768;0.10169491525423727;TJAP|6164|7|7768
TJAP;G1;7;6165;10696;0.11594202898550722;TJAP|6165|7|10696
TJAP;G1;7;6404;5804;0.11111111111111108;TJAP|6404|7|5804
TJAP;G1;7;6409;4701;0.10416666666666664;TJAP|6409|7|4701
TJAP;G1;7;13718;6061;0.16129032258064513;TJAP|13718|7|6061
TJAP;G1;81;6162;8960;0.2;TJAP|6162|81|8960
TJAP;G1;92;6162;9593;0.10526315789473685;TJAP|6162|92|9593
TJAP;G2;1232;43929;8826;0.4;TJAP|43929|1232|8826
TJAP;G2;280;43929;3633;0.18181818181818182;TJAP|43929|280|3633
TJAP;JE;10944;6407;3385;0.1627906976744186;TJAP|6407|10944|3385
TJAP;JE;1114;6417;10656;0.15;TJAP|6417|1114|10656
TJAP;JE;1114;16275;10028;0.375;TJAP|16275|1114|10028
TJAP;JE;1114;16275;10219;0.15;TJAP|16275|1114|10219
TJAP;JE;1114;16275;10288;0.14285714285714285;TJAP|16275|1114|10288
TJAP;JE;1114;16275;10298;0.10447761194029848;TJAP|16275|1114|10298
TJAP;JE;1114;16275;10324;0.1320754716981132;TJAP|16275|1114|10324
TJAP;JE;1114;16275;10337;0.16326530612244897;TJAP|16275|1114|10337
TJAP;JE;1114;16275;10409;0.6250000000000001;TJAP|16275|1114|10409
TJAP;JE;1114;16275;10425;0.16666666666666669;TJAP|16275|1114|10425
TJAP;JE;1114;16275;10656;0.25000000000000006;TJAP|16275|1114|10656
TJAP;JE;1114;16275;10683;0.11111111111111113;TJAP|16275|1114|10683
TJAP;JE;1114;16275;9148;0.12068965517241383;TJAP|16275|1114|9148
TJAP;JE;1114;16275;9163;0.10031347962382452;TJAP|16275|1114|9163
TJAP;JE;1114;16275;9985;0.1214953271028037;TJAP|16275|1114|9985
TJAP;JE;1114;78853;9985;0.125;TJAP|78853|1114|9985
TJAP;JE;156;6155;7681;0.11764705882352941;TJAP|6155|156|7681
TJAP;JE;156;6401;7768;0.10526315789473684;TJAP|6401|156|7768
TJAP;JE;156;6401;7779;0.16666666666666669;TJAP|6401|156|7779
TJAP;JE;156;6404;9587;0.11111111111111115;TJAP|6404|156|9587
TJAP;JE;159;6151;4980;0.11827956989247314;TJAP|6151|159|4980
TJAP;JE;159;6401;7717;0.15789473684210525;TJAP|6401|159|7717
TJAP;JE;159;6404;4980;0.14150943396226418;TJAP|6404|159|4980
TJAP;JE;159;6404;7691;0.19999999999999998;TJAP|6404|159|7691
TJAP;JE;159;43865;7691;0.12;TJAP|43865|159|7691
TJAP;JE;159;43865;8960;0.10144927536231883;TJAP|43865|159|8960
TJAP;JE;159;43865;9586;0.14814814814814814;TJAP|43865|159|9586
TJAP;JE;261;6151;7681;0.14285714285714288;TJAP|6151|261|7681
TJAP;JE;261;6151;7698;0.28571428571428575;TJAP|6151|261|7698
TJAP;JE;261;6151;7703;0.2222222222222222;TJAP|6151|261|7703
TJAP;JE;261;6151;7717;0.14285714285714285;TJAP|6151|261|7717
TJAP;JE;261;6151;9163;0.15789473684210528;TJAP|6151|261|9163
TJAP;JE;261;6155;10445;0.125;TJAP|6155|261|10445
TJAP;JE;261;6155;4980;0.16666666666666669;TJAP|6155|261|4980
TJAP;JE;261;6155;7681;0.14285714285714288;TJAP|6155|261|7681
TJAP;JE;261;6155;7691;0.14285714285714285;TJAP|6155|261|7691
TJAP;JE;261;6155;7703;0.21428571428571433;TJAP|6155|261|7703
TJAP;JE;261;6155;899;0.125;TJAP|6155|261|899
TJAP;JE;261;6155;9163;0.17500000000000002;TJAP|6155|261|9163
TJAP;JE;261;6155;9587;0.2;TJAP|6155|261|9587
TJAP;JE;261;6401;9163;0.25000000000000006;TJAP|6401|261|9163
TJAP;JE;261;6417;10219;0.1111111111111111;TJAP|6417|261|10219
TJAP;JE;261;6417;10433;0.12500000000000003;TJAP|6417|261|10433
TJAP;JE;261;6417;10439;0.1111111111111111;TJAP|6417|261|10439
TJAP;JE;261;6417;7703;0.1111111111111111;TJAP|6417|261|7703
TJAP;JE;261;6417;7780;0.12500000000000003;TJAP|6417|261|7780
TJAP;JE;261;6417;899;0.1111111111111111;TJAP|6417|261|899
TJAP;JE;261;6417;9163;0.1111111111111111;TJAP|6417|261|9163
TJAP;JE;355;6155;4263;0.125;TJAP|6155|355|4263
TJAP;JE;436;6151;9606;0.14285714285714285;TJAP|6151|436|9606
TJAP;JE;436;6164;10409;0.10810810810810811;TJAP|6164|436|10409
TJAP;JE;436;6401;5632;0.11111111111111113;TJAP|6401|436|5632
TJAP;JE;436;6401;7681;0.11428571428571428;TJAP|6401|436|7681
TJAP;JE;436;6401;7714;0.2;TJAP|6401|436|7714
TJAP;JE;436;6401;7767;0.12820512820512822;TJAP|6401|436|7767
TJAP;JE;436;6404;7681;0.18750000000000003;TJAP|6404|436|7681
TJAP;JE;436;6417;7691;0.1111111111111111;TJAP|6417|436|7691
TJAP;JE;436;11712;7698;0.10526315789473684;TJAP|11712|436|7698
TJAP;JE;436;11714;7714;0.10344827586206896;TJAP|11714|436|7714
TJAP;JE;436;13718;9985;0.18181818181818182;TJAP|13718|436|9985
TJAP;JE;436;13718;9992;0.10204081632653059;TJAP|13718|436|9992
TJAP;JE;436;16272;10448;0.1111111111111111;TJAP|16272|436|10448
TJAP;JE;436;16273;7691;0.10526315789473685;TJAP|16273|436|7691
TJAP;JE;436;16275;10337;0.11428571428571428;TJAP|16275|436|10337
TJAP;JE;436;16275;10433;0.11904761904761904;TJAP|16275|436|10433
TJAP;JE;436;16275;8875;0.1111111111111111;TJAP|16275|436|8875
TJAP;JE;436;16275;8960;0.1081081081081081;TJAP|16275|436|8960
TJAP;JE;436;16275;9997;0.11538461538461535;TJAP|16275|436|9997
TJAP;JE;436;43865;10449;0.14999999999999997;TJAP|43865|436|10449
TJAP;JE;436;43865;10461;0.1290322580645161;TJAP|43865|436|10461
TJAP;JE;436;43865;10582;0.14925373134328354;TJAP|43865|436|10582
TJAP;JE;436;43865;7769;0.2258064516129032;TJAP|43865|436|7769
TJAP;JE;436;78853;9991;0.11111111111111106;TJAP|78853|436|9991
TJAP;JE;7;16273;9582;0.11764705882352941;TJAP|16273|7|9582
TJBA;G1;1111;4654;7717;0.5;TJBA|4654|1111|7717
TJBA;G1;1111;5005;9148;0.6000000000000001;TJBA|5005|1111|9148
TJBA;G1;1111;5138;4970;0.2857142857142857;TJBA|5138|1111|4970
TJBA;G1;1112;4388;5779;0.16666666666666666;TJBA|4388|1112|5779
TJBA;G1;1112;4461;5779;0.5000000000000001;TJBA|4461|1112|5779
TJBA;G1;1112;4877;6239;0.5;TJBA|4877|1112|6239
TJBA;G1;1112;5005;6239;0.21428571428571433;TJBA|5005|1112|6239
TJBA;G1;1112;5274;5779;0.33333333333333337;TJBA|5274|1112|5779
TJBA;G1;1112;5288;5779;0.5185185185185184;TJBA|5288|1112|5779
TJBA;G1;1112;5288;6239;0.6000000000000001;TJBA|5288|1112|6239
TJBA;G1;1112;5290;5626;0.5000000000000001;TJBA|5290|1112|5626
TJBA;G1;1112;5320;6239;0.5;TJBA|5320|1112|6239
TJBA;G1;1112;6095;5779;0.6666666666666667;TJBA|6095|1112|5779
TJBA;G1;1112;79777;5779;0.5;TJBA|79777|1112|5779
TJBA;G1;1116;4548;6017;0.24999999999999994;TJBA|4548|1116|6017
TJBA;G1;1116;4592;6017;0.5384615384615384;TJBA|4592|1116|6017
TJBA;G1;1116;4654;6017;0.6666666666666666;TJBA|4654|1116|6017
TJBA;G1;1116;4876;6017;0.16666666666666669;TJBA|4876|1116|6017
TJBA;G1;1116;4880;6017;0.4;TJBA|4880|1116|6017
TJBA;G1;1116;4894;14;0.5384615384615384;TJBA|4894|1116|14
TJBA;G1;1116;4894;6017;0.6254480286738352;TJBA|4894|1116|6017
TJBA;G1;1116;5005;6017;0.4;TJBA|5005|1116|6017
TJBA;G1;1116;5006;6017;0.3902439024390244;TJBA|5006|1116|6017
TJBA;G1;1116;5257;5952;0.6666666666666669;TJBA|5257|1116|5952
TJBA;G1;1116;5257;6017;0.4545454545454549;TJBA|5257|1116|6017
TJBA;G1;1116;5290;6017;0.39999999999999997;TJBA|5290|1116|6017
TJBA;G1;1116;5329;6017;0.3636363636363636;TJBA|5329|1116|6017
TJBA;G1;1116;5474;6017;0.5714285714285714;TJBA|5474|1116|6017
TJBA;G1;1116;49699;14;0.41666666666666663;TJBA|49699|1116|14
TJBA;G1;1116;49699;6017;0.3964497041420119;TJBA|49699|1116|6017
TJBA;G1;1116;49920;5952;0.6666666666666666;TJBA|49920|1116|5952
TJBA;G1;1116;49920;6017;0.6000000000000001;TJBA|49920|1116|6017
TJBA;G1;1116;50017;6017;0.33333333333333337;TJBA|50017|1116|6017
TJBA;G1;1116;50023;6017;0.5789473684210527;TJBA|50023|1116|6017
TJBA;G1;1116;50076;6017;0.33333333333333337;TJBA|50076|1116|6017
TJBA;G1;1118;4436;14;0.4000000000000001;TJBA|4436|1118|14
TJBA;G1;1118;5257;5952;0.6666666666666666;TJBA|5257|1118|5952
TJBA;G1;112;4900;5626;0.2;TJBA|4900|112|5626
TJBA;G1;112;5267;5779;0.25;TJBA|5267|112|5779
TJBA;G1;112;5267;6239;0.24324324324324323;TJBA|5267|112|6239
TJBA;G1;112;5288;7697;0.3333333333333333;TJBA|5288|112|7697
TJBA;G1;112;5300;9148;0.25;TJBA|5300|112|9148
TJBA;G1;112;17131;5779;0.6000000000000001;TJBA|17131|112|5779
TJBA;G1;112;50092;5779;0.5;TJBA|50092|112|5779
TJBA;G1;1122;4872;7657;0.25;TJBA|4872|1122|7657
TJBA;G1;119;4877;9196;0.3333333333333333;TJBA|4877|119|9196
TJBA;G1;120;4700;9196;0.8333333333333334;TJBA|4700|120|9196
TJBA;G1;120;4877;9196;0.24999999999999997;TJBA|4877|120|9196
TJBA;G1;120;5300;9997;0.25;TJBA|5300|120|9997
TJBA;G1;120;5484;10370;0.6000000000000001;TJBA|5484|120|10370
TJBA;G1;1232;6305;8829;0.6666666666666667;TJBA|6305|1232|8829
TJBA;G1;1268;4597;10949;0.5;TJBA|4597|1268|10949
TJBA;G1;1268;4871;5560;0.42857142857142855;TJBA|4871|1268|5560
TJBA;G1;1268;5123;10949;0.3333333333333333;TJBA|5123|1268|10949
TJBA;G1;1268;5262;10949;0.28571428571428575;TJBA|5262|1268|10949
TJBA;G1;1268;6106;10949;0.25;TJBA|6106|1268|10949
TJBA;G1;1268;49750;10949;0.5;TJBA|49750|1268|10949
TJBA;G1;1295;4900;7661;0.4;TJBA|4900|1295|7661
TJBA;G1;1295;5005;7687;0.5;TJBA|5005|1295|7687
TJBA;G1;159;4654;9163;0.5499999999999999;TJBA|4654|159|9163
TJBA;G1;159;5006;6017;0.3333333333333333;TJBA|5006|159|6017
TJBA;G1;159;5121;6017;0.14285714285714288;TJBA|5121|159|6017
TJBA;G1;159;5167;4980;0.6000000000000001;TJBA|5167|159|4980
TJBA;G1;159;5443;9163;0.4444444444444444;TJBA|5443|159|9163
TJBA;G1;1682;4461;7732;0.5;TJBA|4461|1682|7732
TJBA;G1;1682;4461;7735;0.16666666666666669;TJBA|4461|1682|7735
TJBA;G1;1682;5006;7735;0.5;TJBA|5006|1682|7735
TJBA;G1;1702;5006;8843;0.33333333333333337;TJBA|5006|1702|8843
TJBA;G1;1707;5003;9584;0.4444444444444444;TJBA|5003|1707|9584
TJBA;G1;1707;5007;10445;0.25;TJBA|5007|1707|10445
TJBA;G1;1707;5205;10445;0.5;TJBA|5205|1707|10445
TJBA;G1;1707;50023;9582;0.5;TJBA|50023|1707|9582
TJBA;G1;1707;79788;9196;0.75;TJBA|79788|1707|9196
TJBA;G1;172;4592;9596;0.5;TJBA|4592|172|9596
TJBA;G1;172;4654;9518;0.5;TJBA|4654|172|9518
TJBA;G1;172;5006;6017;0.5;TJBA|5006|172|6017
TJBA;G1;172;5257;6017;0.6000000000000001;TJBA|5257|172|6017
TJBA;G1;172;5257;9518;0.5;TJBA|5257|172|9518
TJBA;G1;172;5300;9518;0.3333333333333333;TJBA|5300|172|9518
