siglaTribunal;grau;classe;assunto;pct_movs_acima_100_dias;chave
TJAM;JE;12154;11811;0.16666666666666669;TJAM|12154|11811
TJAM;JE;156;7717;0.26086956521739124;TJAM|156|7717
TJAM;JE;22;7779;0.4999999999999999;TJAM|22|7779
TJAM;JE;278;3386;0.12418300653594774;TJAM|278|3386
TJAM;JE;278;3397;0.10526315789473684;TJAM|278|3397
TJAM;JE;278;3469;0.1590909090909091;TJAM|278|3469
TJAM;JE;293;3620;0.35714285714285715;TJAM|293|3620
TJAM;JE;293;3621;0.23076923076923078;TJAM|293|3621
TJAM;JE;355;3618;0.21428571428571427;TJAM|355|3618
TJAM;JE;436;10132;0.33333333333333337;TJAM|436|10132
TJAM;JE;436;10328;0.3333333333333333;TJAM|436|10328
TJAM;JE;436;10431;0.4374999999999999;TJAM|436|10431
TJAM;JE;436;10433;0.14942528735632185;TJAM|436|10433
TJAM;JE;436;10439;0.14705882352941171;TJAM|436|10439
TJAM;JE;436;10445;0.13793103448275862;TJAM|436|10445
TJAM;JE;436;1855;0.3571428571428571;TJAM|436|1855
TJAM;JE;436;4951;0.33333333333333337;TJAM|436|4951
TJAM;JE;436;4980;0.12499999999999999;TJAM|436|4980
TJAM;JE;436;7681;0.3376623376623377;TJAM|436|7681
TJAM;JE;436;7691;0.1797752808988765;TJAM|436|7691
TJAM;JE;436;7717;0.17605633802816906;TJAM|436|7717
TJAM;JE;436;8859;0.33333333333333337;TJAM|436|8859
TJAM;JE;436;9148;0.33333333333333337;TJAM|436|9148
TJAM;JE;436;9149;0.33333333333333337;TJAM|436|9149
TJAM;JE;436;9518;0.16666666666666669;TJAM|436|9518
TJAM;JE;436;9580;0.11764705882352938;TJAM|436|9580
TJAM;JE;436;9587;0.2040816326530612;TJAM|436|9587
TJAM;JE;436;9606;0.17073170731707316;TJAM|436|9606
TJAM;JE;436;9609;0.33333333333333337;TJAM|436|9609
TJAM;JE;436;9610;0.33333333333333337;TJAM|436|9610
TJAP;G1;108;4993;0.10112359550561796;TJAP|108|4993
TJAP;G1;10943;3442;0.1388888888888889;TJAP|10943|3442
TJAP;G1;1114;10892;0.1739130434782609;TJAP|1114|10892
TJAP;G1;1114;4949;0.15384615384615383;TJAP|1114|4949
TJAP;G1;1114;4972;0.10638297872340427;TJAP|1114|4972
TJAP;G1;1114;7681;0.15625;TJAP|1114|7681
TJAP;G1;1118;7708;0.11538461538461538;TJAP|1118|7708
TJAP;G1;1118;8919;0.5;TJAP|1118|8919
TJAP;G1;120;10379;0.1111111111111111;TJAP|120|10379
TJAP;G1;120;10956;0.14285714285714285;TJAP|120|10956
TJAP;G1;156;8990;0.10810810810810813;TJAP|156|8990
TJAP;G1;159;4994;0.11111111111111112;TJAP|159|4994
TJAP;G1;172;7709;0.13114754098360654;TJAP|172|7709
TJAP;G1;22;10422;0.14893617021276592;TJAP|22|10422
TJAP;G1;22;6094;0.13043478260869568;TJAP|22|6094
TJAP;G1;22;7704;0.10126582278481015;TJAP|22|7704
TJAP;G1;22;7771;0.14285714285714285;TJAP|22|7771
TJAP;G1;261;10011;0.19999999999999998;TJAP|261|10011
TJAP;G1;261;10385;0.14285714285714285;TJAP|261|10385
TJAP;G1;261;10444;0.14285714285714285;TJAP|261|10444
TJAP;G1;261;10445;0.11764705882352941;TJAP|261|10445
TJAP;G1;261;10577;0.14285714285714285;TJAP|261|10577
TJAP;G1;261;10671;0.14285714285714285;TJAP|261|10671
TJAP;G1;261;5626;0.14285714285714285;TJAP|261|5626
TJAP;G1;261;6017;0.10526315789473684;TJAP|261|6017
TJAP;G1;261;6094;0.14285714285714285;TJAP|261|6094
TJAP;G1;261;6114;0.2857142857142857;TJAP|261|6114
TJAP;G1;261;7735;0.125;TJAP|261|7735
TJAP;G1;261;899;0.14285714285714285;TJAP|261|899
TJAP;G1;261;9192;0.14285714285714285;TJAP|261|9192
TJAP;G1;275;3395;0.13333333333333333;TJAP|275|3395
TJAP;G1;283;5555;0.18181818181818182;TJAP|283|5555
TJAP;G1;293;287;0.13043478260869565;TJAP|293|287
TJAP;G1;355;10602;0.10204081632653059;TJAP|355|10602
TJAP;G1;355;3369;0.22222222222222227;TJAP|355|3369
TJAP;G1;355;3386;0.14285714285714285;TJAP|355|3386
TJAP;G1;355;3431;0.11538461538461538;TJAP|355|3431
TJAP;G1;355;3435;0.16666666666666666;TJAP|355|3435
TJAP;G1;355;3465;0.1111111111111111;TJAP|355|3465
TJAP;G1;355;3607;0.10526315789473684;TJAP|355|3607
TJAP;G1;355;3633;0.1111111111111111;TJAP|355|3633
TJAP;G1;386;10635;0.16129032258064518;TJAP|386|10635
TJAP;G1;386;3415;0.10606060606060601;TJAP|386|3415
TJAP;G1;386;3419;0.13114754098360656;TJAP|386|3419
TJAP;G1;386;3465;0.1166666666666666;TJAP|386|3465
TJAP;G1;7;10340;0.13333333333333333;TJAP|7|10340
TJAP;G1;7;10696;0.11594202898550722;TJAP|7|10696
TJAP;G1;7;6061;0.16129032258064513;TJAP|7|6061
TJAP;G2;1232;8826;0.4;TJAP|1232|8826
TJAP;G2;280;3633;0.18181818181818182;TJAP|280|3633
TJAP;JE;1114;10298;0.10447761194029848;TJAP|1114|10298
TJAP;JE;1114;10324;0.1320754716981132;TJAP|1114|10324
TJAP;JE;1114;10337;0.16326530612244897;TJAP|1114|10337
TJAP;JE;1114;10409;0.6250000000000001;TJAP|1114|10409
TJAP;JE;1114;10425;0.16666666666666669;TJAP|1114|10425
TJAP;JE;1114;10656;0.17857142857142855;TJAP|1114|10656
TJAP;JE;1114;10683;0.11111111111111113;TJAP|1114|10683
TJAP;JE;1114;9163;0.10031347962382452;TJAP|1114|9163
TJAP;JE;159;9586;0.14814814814814814;TJAP|159|9586
TJAP;JE;261;10219;0.1111111111111111;TJAP|261|10219
TJAP;JE;261;10433;0.12500000000000003;TJAP|261|10433
TJAP;JE;261;10439;0.1111111111111111;TJAP|261|10439
TJAP;JE;261;10445;0.125;TJAP|261|10445
TJAP;JE;261;4980;0.16666666666666669;TJAP|261|4980
TJAP;JE;261;7681;0.14285714285714285;TJAP|261|7681
TJAP;JE;261;7691;0.14285714285714285;TJAP|261|7691
TJAP;JE;261;7698;0.28571428571428575;TJAP|261|7698
TJAP;JE;261;7703;0.18750000000000003;TJAP|261|7703
TJAP;JE;261;7717;0.14285714285714285;TJAP|261|7717
TJAP;JE;261;7780;0.12500000000000003;TJAP|261|7780
TJAP;JE;261;899;0.11764705882352941;TJAP|261|899
TJAP;JE;261;9163;0.16346153846153846;TJAP|261|9163
TJAP;JE;261;9587;0.2;TJAP|261|9587
TJAP;JE;355;4263;0.125;TJAP|355|4263
TJAP;JE;436;10337;0.11428571428571428;TJAP|436|10337
TJAP;JE;436;5632;0.11111111111111113;TJAP|436|5632
TJAP;JE;436;8875;0.1111111111111111;TJAP|436|8875
TJAP;JE;436;8960;0.1081081081081081;TJAP|436|8960
TJAP;JE;7;9582;0.11764705882352941;TJAP|7|9582
TJBA;G1;1111;4970;0.2857142857142857;TJBA|1111|4970
TJBA;G1;1111;7717;0.5;TJBA|1111|7717
TJBA;G1;1111;9148;0.6000000000000001;TJBA|1111|9148
TJBA;G1;1112;5626;0.5000000000000001;TJBA|1112|5626
TJBA;G1;1112;5779;0.4218749999999997;TJBA|1112|5779
TJBA;G1;1112;6239;0.39285714285714285;TJBA|1112|6239
TJBA;G1;1116;14;0.4799999999999999;TJBA|1116|14
TJBA;G1;1116;5952;0.666666666666667;TJBA|1116|5952
TJBA;G1;1116;6017;0.4931945556445162;TJBA|1116|6017
TJBA;G1;1118;14;0.4000000000000001;TJBA|1118|14
TJBA;G1;1118;5952;0.6666666666666666;TJBA|1118|5952
TJBA;G1;112;5626;0.2;TJBA|112|5626
TJBA;G1;112;5779;0.4615384615384615;TJBA|112|5779
TJBA;G1;112;6239;0.24324324324324323;TJBA|112|6239
TJBA;G1;112;7697;0.3333333333333333;TJBA|112|7697
TJBA;G1;112;9148;0.25;TJBA|112|9148
TJBA;G1;1122;7657;0.25;TJBA|1122|7657
TJBA;G1;119;9196;0.3333333333333333;TJBA|119|9196
TJBA;G1;120;10370;0.6000000000000001;TJBA|120|10370
TJBA;G1;120;9196;0.4444444444444444;TJBA|120|9196
TJBA;G1;120;9997;0.25;TJBA|120|9997
TJBA;G1;1232;8829;0.6666666666666667;TJBA|1232|8829
TJBA;G1;1268;10949;0.2647058823529412;TJBA|1268|10949
TJBA;G1;1268;5560;0.21428571428571427;TJBA|1268|5560
TJBA;G1;1295;7661;0.4;TJBA|1295|7661
TJBA;G1;1295;7687;0.5;TJBA|1295|7687
TJBA;G1;159;4980;0.6000000000000001;TJBA|159|4980
TJBA;G1;159;6017;0.19999999999999998;TJBA|159|6017
TJBA;G1;159;9163;0.530612244897959;TJBA|159|9163
TJBA;G1;1682;7732;0.5;TJBA|1682|7732
TJBA;G1;1682;7735;0.25;TJBA|1682|7735
TJBA;G1;1702;8843;0.33333333333333337;TJBA|1702|8843
TJBA;G1;1707;10445;0.33333333333333337;TJBA|1707|10445
TJBA;G1;1707;9196;0.75;TJBA|1707|9196
TJBA;G1;1707;9582;0.5;TJBA|1707|9582
TJBA;G1;1707;9584;0.4444444444444444;TJBA|1707|9584
TJBA;G1;172;6017;0.5714285714285715;TJBA|172|6017
TJBA;G1;172;8829;0.2857142857142857;TJBA|172|8829
TJBA;G1;172;9518;0.4799999999999999;TJBA|172|9518
TJBA;G1;172;9596;0.5;TJBA|172|9596
TJBA;G1;1725;10487;0.5;TJBA|1725|10487
TJBA;G1;1727;1209;0.2857142857142857;TJBA|1727|1209
TJBA;G1;1727;287;0.6000000000000001;TJBA|1727|287
TJBA;G1;1727;3370;0.5;TJBA|1727|3370
TJBA;G1;1727;3395;0.6000000000000001;TJBA|1727|3395
TJBA;G1;1727;4310;0.5;TJBA|1727|4310
TJBA;G1;1727;9633;0.6000000000000001;TJBA|1727|9633
TJBA;G1;176;5779;0.6666666666666667;TJBA|176|5779
TJBA;G1;176;6239;0.4545454545454546;TJBA|176|6239
TJBA;G1;181;9582;0.33333333333333337;TJBA|181|9582
TJBA;G1;183;9580;0.25;TJBA|183|9580
TJBA;G1;22;10219;0.5714285714285715;TJBA|22|10219
TJBA;G1;22;9600;0.5;TJBA|22|9600
TJBA;G1;241;5808;0.75;TJBA|241|5808
TJBA;G1;241;7691;0.8;TJBA|241|7691
TJBA;G1;258;10009;0.5;TJBA|258|10009
TJBA;G1;261;7664;0.6666666666666667;TJBA|261|7664
TJBA;G1;261;899;0.3333333333333333;TJBA|261|899
TJBA;G1;261;9163;0.25;TJBA|261|9163
TJBA;G1;272;287;0.6666666666666667;TJBA|272|287
TJBA;G1;272;3385;0.4;TJBA|272|3385
TJBA;G1;272;3386;0.5;TJBA|272|3386
TJBA;G1;272;3395;0.14285714285714285;TJBA|272|3395
TJBA;G1;272;3465;0.25;TJBA|272|3465
TJBA;G1;272;3692;0.2222222222222222;TJBA|272|3692
TJBA;G1;275;287;0.5;TJBA|275|287
TJBA;G1;278;10508;0.2857142857142857;TJBA|278|10508
TJBA;G1;278;10688;0.2;TJBA|278|10688
TJBA;G1;278;287;0.5294117647058824;TJBA|278|287
TJBA;G1;278;3372;0.5714285714285714;TJBA|278|3372
TJBA;G1;278;3385;0.5;TJBA|278|3385
TJBA;G1;278;3386;0.48214285714285693;TJBA|278|3386
TJBA;G1;278;3395;0.4;TJBA|278|3395
TJBA;G1;278;3396;0.25;TJBA|278|3396
TJBA;G1;278;3397;0.6111111111111112;TJBA|278|3397
TJBA;G1;278;3402;0.4351851851851851;TJBA|278|3402
TJBA;G1;278;3435;0.28571428571428575;TJBA|278|3435
TJBA;G1;278;3581;0.6000000000000001;TJBA|278|3581
TJBA;G1;278;3607;0.3333333333333333;TJBA|278|3607
TJBA;G1;278;3618;0.7142857142857144;TJBA|278|3618
TJBA;G1;278;3620;0.5;TJBA|278|3620
TJBA;G1;278;3632;0.4615384615384615;TJBA|278|3632
TJBA;G1;278;3633;0.3333333333333333;TJBA|278|3633
TJBA;G1;278;3692;0.49999999999999994;TJBA|278|3692
TJBA;G1;278;5885;0.47368421052631565;TJBA|278|5885
TJBA;G1;279;3370;0.3333333333333333;TJBA|279|3370
TJBA;G1;279;3385;0.25;TJBA|279|3385
TJBA;G1;279;3386;0.25;TJBA|279|3386
TJBA;G1;279;3426;0.5;TJBA|279|3426
TJBA;G1;279;3546;0.16666666666666666;TJBA|279|3546
TJBA;G1;279;3608;0.6666666666666666;TJBA|279|3608
TJBA;G1;279;3616;0.5;TJBA|279|3616
TJBA;G1;279;3632;0.5000000000000001;TJBA|279|3632
TJBA;G1;279;3692;0.2727272727272727;TJBA|279|3692
TJBA;G1;279;5555;0.5;TJBA|279|5555
TJBA;G1;279;5560;0.5;TJBA|279|5560
TJBA;G1;279;5566;0.18181818181818182;TJBA|279|5566
TJBA;G1;279;5885;0.5714285714285715;TJBA|279|5885
TJBA;G1;280;10949;0.10526315789473685;TJBA|280|10949
TJBA;G1;280;287;0.3076923076923077;TJBA|280|287
TJBA;G1;280;3370;0.24999999999999997;TJBA|280|3370
TJBA;G1;280;3372;0.24999999999999997;TJBA|280|3372
TJBA;G1;280;3402;0.2857142857142857;TJBA|280|3402
TJBA;G1;280;3416;0.30303030303030304;TJBA|280|3416
TJBA;G1;280;3417;0.3333333333333333;TJBA|280|3417
TJBA;G1;280;3419;0.2142857142857143;TJBA|280|3419
TJBA;G1;280;3566;0.28571428571428575;TJBA|280|3566
TJBA;G1;280;3573;0.4;TJBA|280|3573
TJBA;G1;280;3607;0.5;TJBA|280|3607
TJBA;G1;280;3608;0.17647058823529407;TJBA|280|3608
TJBA;G1;280;3632;0.16666666666666666;TJBA|280|3632
TJBA;G1;280;3633;0.27118644067796593;TJBA|280|3633
TJBA;G1;280;3692;0.5;TJBA|280|3692
TJBA;G1;280;5566;0.5;TJBA|280|5566
TJBA;G1;280;7929;0.31506849315068486;TJBA|280|7929
TJBA;G1;282;3372;0.5;TJBA|282|3372
TJBA;G1;283;10949;0.28571428571428575;TJBA|283|10949
TJBA;G1;283;3370;0.6000000000000001;TJBA|283|3370
TJBA;G1;283;3372;0.5;TJBA|283|3372
TJBA;G1;283;3402;0.28571428571428575;TJBA|283|3402
TJBA;G1;283;3416;0.5416666666666666;TJBA|283|3416
TJBA;G1;283;3417;0.36;TJBA|283|3417
TJBA;G1;283;3435;0.33333333333333337;TJBA|283|3435
TJBA;G1;283;3436;0.4;TJBA|283|3436
TJBA;G1;283;3465;0.3333333333333333;TJBA|283|3465
TJBA;G1;283;3466;0.2;TJBA|283|3466
TJBA;G1;283;3573;0.4;TJBA|283|3573
TJBA;G1;283;3606;0.2;TJBA|283|3606
TJBA;G1;283;3608;0.5;TJBA|283|3608
TJBA;G1;283;3632;0.4285714285714285;TJBA|283|3632
TJBA;G1;283;3633;0.30000000000000004;TJBA|283|3633
TJBA;G1;283;3692;0.2;TJBA|283|3692
TJBA;G1;283;4291;0.33333333333333337;TJBA|283|4291
TJBA;G1;283;5555;0.4;TJBA|283|5555
TJBA;G1;283;5556;0.7142857142857144;TJBA|283|5556
TJBA;G1;283;5566;0.1818181818181818;TJBA|283|5566
TJBA;G1;291;3419;0.4;TJBA|291|3419
TJBA;G1;30;7687;0.33333333333333337;TJBA|30|7687
TJBA;G1;305;287;0.282051282051282;TJBA|305|287
TJBA;G1;305;3370;0.4285714285714286;TJBA|305|3370
TJBA;G1;305;3372;0.4285714285714286;TJBA|305|3372
TJBA;G1;305;3416;0.6000000000000001;TJBA|305|3416
TJBA;G1;305;3417;0.4285714285714286;TJBA|305|3417
TJBA;G1;305;3426;0.5;TJBA|305|3426
TJBA;G1;305;3465;0.6666666666666666;TJBA|305|3465
TJBA;G1;305;3607;0.3333333333333333;TJBA|305|3607
TJBA;G1;305;3608;0.2;TJBA|305|3608
TJBA;G1;305;3633;0.5;TJBA|305|3633
TJBA;G1;305;3692;0.5;TJBA|305|3692
TJBA;G1;305;4310;0.4375;TJBA|305|4310
TJBA;G1;305;7928;0.3052631578947369;TJBA|305|7928
TJBA;G1;306;11417;0.25;TJBA|306|11417
TJBA;G1;306;1209;0.36363636363636365;TJBA|306|1209
TJBA;G1;306;3372;0.25;TJBA|306|3372
TJBA;G1;306;3419;0.3333333333333333;TJBA|306|3419
TJBA;G1;306;3521;0.5;TJBA|306|3521
TJBA;G1;306;3607;0.125;TJBA|306|3607
TJBA;G1;306;3608;0.3333333333333333;TJBA|306|3608
TJBA;G1;306;7928;0.4;TJBA|306|7928
TJBA;G1;306;7929;0.5;TJBA|306|7929
TJBA;G1;307;287;0.6000000000000001;TJBA|307|287
TJBA;G1;307;3416;0.5;TJBA|307|3416
TJBA;G1;307;5847;0.14285714285714288;TJBA|307|5847
TJBA;G1;326;3632;0.25;TJBA|326|3632
TJBA;G1;333;3386;0.5;TJBA|333|3386
TJBA;G1;333;3466;0.2857142857142857;TJBA|333|3466
TJBA;G1;333;5555;0.25;TJBA|333|5555
TJBA;G1;34;10451;0.6000000000000001;TJBA|34|10451
TJBA;G1;355;10938;0.37500000000000006;TJBA|355|10938
TJBA;G1;355;287;0.12328767123287679;TJBA|355|287
TJBA;G1;355;3370;0.5;TJBA|355|3370
TJBA;G1;355;3416;0.33333333333333337;TJBA|355|3416
TJBA;G1;355;8893;0.25;TJBA|355|8893
TJBA;G1;386;3633;0.5;TJBA|386|3633
TJBA;G1;386;7942;0.18181818181818182;TJBA|386|7942
TJBA;G1;39;7687;0.28571428571428575;TJBA|39|7687
TJBA;G1;426;3370;0.25;TJBA|426|3370
TJBA;G1;58;7657;0.33333333333333337;TJBA|58|7657
TJBA;G1;60;7664;0.2222222222222222;TJBA|60|7664
TJBA;G1;69;5779;0.2727272727272727;TJBA|69|5779
TJBA;G1;69;5805;0.5;TJBA|69|5805
TJBA;G1;69;6238;0.25;TJBA|69|6238
TJBA;G1;69;6239;0.34482758620689663;TJBA|69|6239
TJBA;G1;7;10288;0.4;TJBA|7|10288
TJBA;G1;7;10421;0.5;TJBA|7|10421
TJBA;G1;7;10437;0.5555555555555556;TJBA|7|10437
TJBA;G1;7;10671;0.6666666666666666;TJBA|7|10671
TJBA;G1;7;10938;0.4285714285714286;TJBA|7|10938
TJBA;G1;7;4701;0.4;TJBA|7|4701
TJBA;G1;7;4703;0.3333333333333333;TJBA|7|4703
TJBA;G1;7;5779;0.4285714285714286;TJBA|7|5779
TJBA;G1;7;5802;0.5;TJBA|7|5802
TJBA;G1;7;5804;0.5;TJBA|7|5804
TJBA;G1;7;6017;0.6666666666666666;TJBA|7|6017
TJBA;G1;7;6095;0.5555555555555556;TJBA|7|6095
TJBA;G1;7;6096;0.33333333333333337;TJBA|7|6096
TJBA;G1;7;6101;0.3333333333333333;TJBA|7|6101
TJBA;G1;7;7703;0.5;TJBA|7|7703
TJBA;G1;7;7773;0.3333333333333333;TJBA|7|7773
TJBA;G1;7;7780;0.25;TJBA|7|7780
TJBA;G1;7;8829;0.5;TJBA|7|8829
TJBA;G1;7;9196;0.5;TJBA|7|9196
TJBA;G1;7;9582;0.3333333333333333;TJBA|7|9582
TJBA;G1;7;9596;0.5;TJBA|7|9596
TJBA;G1;7;9607;0.5;TJBA|7|9607
TJBA;G1;74;8938;0.4285714285714286;TJBA|74|8938
TJBA;G1;81;7691;0.2;TJBA|81|7691
TJBA;G1;87;7664;0.2857142857142857;TJBA|87|7664
TJBA;G1;90;9196;0.25;TJBA|90|9196
TJBA;G1;98;7664;0.30000000000000004;TJBA|98|7664
TJBA;G1;99;7664;0.4545454545454545;TJBA|99|7664
TJCE;G1;1116;6017;0.2857142857142857;TJCE|1116|6017
TJCE;G1;156;10685;0.25;TJCE|156|10685
TJCE;G1;172;9518;0.282051282051282;TJCE|172|9518
TJCE;G1;261;10938;0.16666666666666669;TJCE|261|10938
TJCE;G1;261;899;0.33333333333333337;TJCE|261|899
TJCE;G1;278;3406;0.3333333333333333;TJCE|278|3406
TJCE;G1;279;10952;0.1111111111111111;TJCE|279|10952
TJCE;G1;279;3370;0.3333333333333333;TJCE|279|3370
TJCE;G1;279;3433;0.33333333333333337;TJCE|279|3433
TJCE;G1;279;3586;0.3333333333333333;TJCE|279|3586
TJCE;G1;279;3632;0.3333333333333333;TJCE|279|3632
TJCE;G1;355;287;0.3333333333333333;TJCE|355|287
TJCE;G1;355;3633;0.25;TJCE|355|3633
TJCE;G1;355;3692;0.1111111111111111;TJCE|355|3692
TJCE;G1;436;10671;0.30000000000000004;TJCE|436|10671
TJCE;G1;49;10459;0.5454545454545454;TJCE|49|10459
TJCE;G2;1178;3618;0.16666666666666669;TJCE|1178|3618
TJCE;G2;120;10069;0.5;TJCE|120|10069
TJCE;G2;120;12612;0.12500000000000003;TJCE|120|12612
TJCE;G2;120;9196;0.19047619047619047;TJCE|120|9196
TJCE;G2;12231;3372;0.125;TJCE|12231|3372
TJCE;G2;12231;3608;0.1111111111111111;TJCE|12231|3608
TJCE;G2;1689;10069;0.16666666666666669;TJCE|1689|10069
TJCE;G2;1689;10226;0.1111111111111111;TJCE|1689|10226
TJCE;G2;1689;10250;0.14285714285714285;TJCE|1689|10250
TJCE;G2;1689;10254;0.17499999999999996;TJCE|1689|10254
TJCE;G2;1689;10257;0.125;TJCE|1689|10257
TJCE;G2;1689;10277;0.26666666666666666;TJCE|1689|10277
TJCE;G2;1689;10296;0.2142857142857143;TJCE|1689|10296
TJCE;G2;1689;10312;0.5;TJCE|1689|10312
TJCE;G2;1689;10313;0.24242424242424251;TJCE|1689|10313
TJCE;G2;1689;10323;0.4;TJCE|1689|10323
TJCE;G2;1689;10327;0.5555555555555556;TJCE|1689|10327
TJCE;G2;1689;10334;0.5833333333333333;TJCE|1689|10334
TJCE;G2;1689;10342;0.2564102564102564;TJCE|1689|10342
TJCE;G2;1689;10359;0.25;TJCE|1689|10359
TJCE;G2;1689;10376;0.3157894736842105;TJCE|1689|10376
TJCE;G2;1689;10395;0.361111111111111;TJCE|1689|10395
TJCE;G2;1689;10433;0.25;TJCE|1689|10433
TJCE;G2;1689;10439;0.2;TJCE|1689|10439
TJCE;G2;1689;10443;0.4;TJCE|1689|10443
TJCE;G2;1689;10496;0.3157894736842105;TJCE|1689|10496
TJCE;G2;1689;10502;0.29411764705882354;TJCE|1689|10502
TJCE;G2;1689;10585;0.23529411764705882;TJCE|1689|10585
TJCE;G2;1689;10706;0.4;TJCE|1689|10706
TJCE;G2;1689;4805;0.5;TJCE|1689|4805
TJCE;G2;1689;4963;0.14285714285714285;TJCE|1689|4963
TJCE;G2;1689;4964;0.125;TJCE|1689|4964
TJCE;G2;1689;4969;0.125;TJCE|1689|4969
TJCE;G2;1689;4980;0.16666666666666666;TJCE|1689|4980
TJCE;G2;1689;5946;0.38461538461538464;TJCE|1689|5946
TJCE;G2;1689;6017;0.13333333333333336;TJCE|1689|6017
TJCE;G2;1689;6083;0.2954545454545453;TJCE|1689|6083
TJCE;G2;1689;7621;0.25;TJCE|1689|7621
TJCE;G2;1689;7704;0.14285714285714285;TJCE|1689|7704
TJCE;G2;1689;7760;0.16666666666666666;TJCE|1689|7760
TJCE;G2;1689;7770;0.1411764705882353;TJCE|1689|7770
TJCE;G2;1689;7772;0.15;TJCE|1689|7772
TJCE;G2;1689;8942;0.30000000000000004;TJCE|1689|8942
TJCE;G2;1689;8961;0.3076923076923077;TJCE|1689|8961
TJCE;G2;1689;9047;0.30434782608695654;TJCE|1689|9047
TJCE;G2;1689;9163;0.125;TJCE|1689|9163
TJCE;G2;1689;9196;0.28571428571428575;TJCE|1689|9196
TJCE;G2;1689;9414;0.16666666666666666;TJCE|1689|9414
TJCE;G2;1689;9556;0.125;TJCE|1689|9556
TJCE;G2;1689;9582;0.3076923076923077;TJCE|1689|9582
TJCE;G2;1689;9596;0.4285714285714286;TJCE|1689|9596
TJCE;G2;1689;9607;0.16666666666666666;TJCE|1689|9607
TJCE;G2;1689;9612;0.6000000000000001;TJCE|1689|9612
TJCE;G2;172;10297;0.33333333333333337;TJCE|172|10297
TJCE;G2;172;10338;0.2727272727272727;TJCE|172|10338
TJCE;G2;172;10667;0.26315789473684215;TJCE|172|10667
TJCE;G2;1728;10023;0.25;TJCE|1728|10023
TJCE;G2;1728;10122;0.29411764705882354;TJCE|1728|10122
TJCE;G2;1728;10221;0.2682926829268293;TJCE|1728|10221
