classeProcessual;codigoLocalidade;orgaoJulgador_codigoOrgao;assunto_codigoNacional;codigo_ultima_movimentacao;mes_ajuizamento;alvo_processos_mais_rapidos;G1;G2;JE;TR;CRIMINAL;CIVIL;JUIZADOS;EXECUTIVOS;OUTROS;PEQUENO;MÉDIO;GRANDE
7;1302603;4795;6007;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4791;7698;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4795;7768;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4794;6109;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4794;6109;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4789;7780;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4785;9607;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4799;7760;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4798;10671;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4787;11811;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4789;7768;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4831;9196;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4831;9196;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4799;9585;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4782;9585;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4787;9607;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4787;6226;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4791;9196;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
7;1302603;4790;7779;22;3;RAPIDO;1;0;0;0;0;1;0;0;0;1;0;0
7;1304062;5078;4949;246;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
30;1302603;4786;12416;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
30;1302603;4791;4442;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
37;1302603;4789;9163;22;10;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
37;1302603;4782;9196;22;5;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
39;1304062;5078;7687;246;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4785;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4785;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4791;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4788;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4792;7703;22;3;RAPIDO;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4799;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4782;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4790;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4788;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4797;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4792;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4782;7703;22;3;RAPIDO;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4795;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4782;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4784;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4790;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4791;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;9607;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4782;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4782;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4792;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4792;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4792;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4791;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4791;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7704;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4799;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4796;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4796;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4797;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4789;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4784;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;9591;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4798;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4781;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4797;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4793;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4796;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4794;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4799;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4787;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4780;7703;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
40;1302603;4791;9585;22;3;NORMAL;1;0;0;0;0;1;0;0;0;1;0;0
