siglaTribunal;grau;classeProcessual;codigoLocalidade;numero;orgaoJulgador_codigoOrgao;assunto_codigoNacional;NATUREZA;Porte;duracao_F3;mes_ajuizamento;NATUREZA (#1);Count*(duracao_F3);Mean(duracao_F3);Median(duracao_F3);G1;G2;JE;TR;CRIMINAL;CIVIL;JUIZADOS;EXECUTIVOS;OUTROS;PEQUENO;MÉDIO;GRANDE
TJAP;G1;283;1600303;113305020118030000;6172;3416;CRIMINAL;PEQUENO;15;4;CRIMINAL;15;1772.866666666667;1350;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;283;1600303;391426720118030020;6171;3420;CRIMINAL;PEQUENO;228;10;CRIMINAL;1;228;228;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;283;1600808;12161920118030012;6417;1209;CRIMINAL;PEQUENO;13;11;CRIMINAL;35;2093.2857142857138;1197;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;300;1600204;2812820108030007;6151;287;CRIMINAL;PEQUENO;62;4;CRIMINAL;35;901.9714285714285;125;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;6279420108030001;6399;7791;CRIMINAL;PEQUENO;1181;1;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;15147820108030000;6399;7791;CRIMINAL;PEQUENO;919;1;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;71338620108030000;6399;7791;CRIMINAL;PEQUENO;2853;3;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;90799320108030000;6399;7791;CRIMINAL;PEQUENO;1673;3;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;93143020108030016;6399;7791;CRIMINAL;PEQUENO;1201;3;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;95310320108030000;6399;7791;CRIMINAL;PEQUENO;1612;3;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;126559420108030000;6399;7791;CRIMINAL;PEQUENO;672;4;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;150627320108030016;6399;7791;CRIMINAL;PEQUENO;1012;4;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;194614820108030016;6399;7791;CRIMINAL;PEQUENO;1096;5;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;210429820108030016;6399;7791;CRIMINAL;PEQUENO;1372;6;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;226434220108030016;6399;1209;CRIMINAL;PEQUENO;1143;6;CRIMINAL;4;817;760.5;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;232202020108030016;6399;7791;CRIMINAL;PEQUENO;1935;6;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;247010920108030016;6399;7791;CRIMINAL;PEQUENO;143;7;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;263216520108030016;6399;7791;CRIMINAL;PEQUENO;1178;7;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;266992120108030016;6399;7791;CRIMINAL;PEQUENO;945;7;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;301228620108030020;6399;1209;CRIMINAL;PEQUENO;378;8;CRIMINAL;4;817;760.5;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;310694320108030020;6399;1209;CRIMINAL;PEQUENO;331;8;CRIMINAL;4;817;760.5;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;404828020108030020;6399;7791;CRIMINAL;PEQUENO;1345;11;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600303;406066320108030020;6399;7791;CRIMINAL;PEQUENO;304;11;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600402;432767420108030020;6404;7791;CRIMINAL;PEQUENO;284;12;CRIMINAL;307;1602.1302931596092;1432;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;386;1600600;59106920088030000;6412;7942;CRIMINAL;PEQUENO;36;4;CRIMINAL;67;1384.76119402985;1362;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;417;1600303;173964620118030016;6172;3417;CRIMINAL;PEQUENO;28;5;CRIMINAL;2;28;28;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;417;1600303;173964620118030016;6172;4305;CRIMINAL;PEQUENO;28;5;CRIMINAL;2;28;28;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;1116;1600055;9931420078030010;6415;14;EXECUTIVOS;PEQUENO;562;12;EXECUTIVOS;9;500.99999999999994;288;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600055;3686720138030010;6415;14;EXECUTIVOS;PEQUENO;187;10;EXECUTIVOS;9;500.99999999999994;288;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600204;237620148030007;6151;6017;EXECUTIVOS;PEQUENO;181;1;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600279;22706120138030008;78603;14;EXECUTIVOS;PEQUENO;52;7;EXECUTIVOS;9;500.99999999999994;288;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600303;121158020098030000;6166;6017;EXECUTIVOS;PEQUENO;986;4;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600303;258934920118030016;6164;6017;EXECUTIVOS;PEQUENO;2256;7;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600303;354523020118030020;6164;6017;EXECUTIVOS;PEQUENO;2659;9;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600303;147190920128030016;6166;6017;EXECUTIVOS;PEQUENO;604;4;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600303;255034520128030016;6166;6017;EXECUTIVOS;PEQUENO;678;6;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600501;35618820118030000;13703;6017;EXECUTIVOS;PEQUENO;105;6;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600501;8314620128030009;13703;6017;EXECUTIVOS;PEQUENO;281;6;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600600;45067220118030000;6410;6017;EXECUTIVOS;PEQUENO;1294;6;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600600;55572120118030000;6410;10394;EXECUTIVOS;PEQUENO;50;8;EXECUTIVOS;2;26;26;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600600;71112020138030000;6409;6017;EXECUTIVOS;PEQUENO;349;8;EXECUTIVOS;402;2372.646766169158;2320.5;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1116;1600808;1105620108030012;6417;10394;EXECUTIVOS;PEQUENO;2;1;EXECUTIVOS;2;26;26;1;0;0;0;0;0;0;1;0;1;0;0
TJAP;G1;1714;1600303;285396620108030016;6399;1209;CRIMINAL;PEQUENO;425;8;CRIMINAL;2;1053;1053;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;G1;10943;1600600;73936320108030000;16037;3402;CRIMINAL;PEQUENO;681;11;CRIMINAL;1;681;681;1;0;0;0;1;0;0;0;0;1;0;0
TJAP;JE;156;1600279;20908420098030008;11714;9148;CIVIL;PEQUENO;546;5;CIVIL;12;612.7499999999999;373;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;156;1600303;212634720118030016;16276;7779;CIVIL;PEQUENO;85;6;CIVIL;3;409;85;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;156;1600303;117935520128030000;6401;6226;CIVIL;PEQUENO;39;4;CIVIL;2;39;39;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;156;1600303;211038520128030016;16276;10441;CIVIL;PEQUENO;951;5;CIVIL;1;951;951;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;156;1600303;237660720128030016;16276;9596;CIVIL;PEQUENO;916;6;CIVIL;2;672.5;672.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600238;11315120118030006;6155;4980;CIVIL;PEQUENO;1450;10;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600279;17330220128030008;11714;4960;CIVIL;PEQUENO;696;6;CIVIL;8;850.3749999999999;735.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600279;20430820128030008;11714;4949;CIVIL;PEQUENO;969;7;CIVIL;4;939;907.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600279;3297620138030008;11714;4980;CIVIL;PEQUENO;1088;1;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600279;14738520138030008;11714;9603;CIVIL;PEQUENO;278;5;CIVIL;1;278;278;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;349944720108030020;16273;7703;CIVIL;PEQUENO;2724;10;CIVIL;10;763.6;538;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;192905720118030016;16273;4980;CIVIL;PEQUENO;303;5;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;415754420118030020;16276;4980;CIVIL;PEQUENO;1207;11;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;132554720128030000;16276;9148;CIVIL;PEQUENO;1107;4;CIVIL;25;639.8399999999997;565;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;241523720128030016;16276;4980;CIVIL;PEQUENO;1330;6;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;242935620128030016;16276;7703;CIVIL;PEQUENO;965;6;CIVIL;10;763.6;538;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;256463420128030016;16268;9582;CIVIL;PEQUENO;1379;6;CIVIL;6;1154.8333333333333;1124;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;289434920128030020;11712;4949;CIVIL;PEQUENO;1633;7;CIVIL;4;939;907.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;328494720128030020;11712;9596;CIVIL;PEQUENO;693;8;CIVIL;2;488.5;488.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;360617620128030020;16268;7691;CIVIL;PEQUENO;1336;9;CIVIL;33;1097.606060606061;1139;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;401902720128030020;11712;9148;CIVIL;PEQUENO;352;10;CIVIL;25;639.8399999999997;565;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;4320720138030001;11712;9148;CIVIL;PEQUENO;1555;1;CIVIL;25;639.8399999999997;565;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;4381420138030001;11712;9148;CIVIL;PEQUENO;2003;1;CIVIL;25;639.8399999999997;565;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;48343420138030000;16276;7681;CIVIL;PEQUENO;450;2;CIVIL;5;507.00000000000006;423;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;65319020138030000;11712;9607;CIVIL;PEQUENO;1178;2;CIVIL;16;1051.75;989.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;81809020138030000;11712;8826;CIVIL;PEQUENO;1623;3;CIVIL;26;1449.6538461538462;1475.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;87204120138030000;11712;8826;CIVIL;PEQUENO;1283;3;CIVIL;26;1449.6538461538462;1475.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;96133220138030000;6401;7681;CIVIL;PEQUENO;1080;3;CIVIL;5;507.00000000000006;423;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;97683520138030000;16276;4980;CIVIL;PEQUENO;749;3;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;133625720138030000;16268;8826;CIVIL;PEQUENO;2460;4;CIVIL;26;1449.6538461538462;1475.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;133642720138030000;11712;8826;CIVIL;PEQUENO;1546;4;CIVIL;26;1449.6538461538462;1475.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;160014820138030016;11712;8826;CIVIL;PEQUENO;1700;4;CIVIL;26;1449.6538461538462;1475.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;166345920138030016;16273;9149;CIVIL;PEQUENO;467;4;CIVIL;2;592;592;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;205431220138030016;11712;9607;CIVIL;PEQUENO;792;5;CIVIL;16;1051.75;989.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;259327520138030016;11712;8826;CIVIL;PEQUENO;1272;6;CIVIL;26;1449.6538461538462;1475.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;274864520138030016;11712;4980;CIVIL;PEQUENO;1286;6;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;293199820138030020;16268;7691;CIVIL;PEQUENO;920;6;CIVIL;33;1097.606060606061;1139;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;418675820138030020;11712;9596;CIVIL;PEQUENO;284;9;CIVIL;2;488.5;488.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;436837520138030020;11712;9607;CIVIL;PEQUENO;1264;9;CIVIL;16;1051.75;989.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;437642420138030020;16276;7703;CIVIL;PEQUENO;469;9;CIVIL;10;763.6;538;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;449871220138030020;16276;4980;CIVIL;PEQUENO;202;10;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;492525720138030020;16273;4980;CIVIL;PEQUENO;225;10;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;501628420138030020;11712;7681;CIVIL;PEQUENO;417;11;CIVIL;5;507.00000000000006;423;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;591318820138029950;16268;9163;CIVIL;PEQUENO;677;12;CIVIL;2;717;717;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;591941620138029950;16268;4980;CIVIL;PEQUENO;1669;12;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;13325320148030000;16276;9148;CIVIL;PEQUENO;565;1;CIVIL;25;639.8399999999997;565;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;34786720148030000;16276;9148;CIVIL;PEQUENO;97;1;CIVIL;25;639.8399999999997;565;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;38025720148030000;16273;4980;CIVIL;PEQUENO;258;1;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;62370420148030000;11712;9607;CIVIL;PEQUENO;1350;2;CIVIL;16;1051.75;989.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;62682420148030000;11712;4949;CIVIL;PEQUENO;308;2;CIVIL;4;939;907.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;62726120148030000;16268;899;CIVIL;PEQUENO;220;2;CIVIL;5;634.8000000000001;445;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;72365420148030000;11712;9582;CIVIL;PEQUENO;1968;2;CIVIL;6;1154.8333333333333;1124;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;72373920148030000;16268;9582;CIVIL;PEQUENO;763;2;CIVIL;6;1154.8333333333333;1124;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;172881220148030016;11712;4980;CIVIL;PEQUENO;322;4;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;184608620148030016;11712;7691;CIVIL;PEQUENO;552;4;CIVIL;33;1097.606060606061;1139;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;196776720148030016;11712;7691;CIVIL;PEQUENO;139;4;CIVIL;33;1097.606060606061;1139;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;215240720148030016;16268;7691;CIVIL;PEQUENO;657;4;CIVIL;33;1097.606060606061;1139;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;254941520148030016;16273;9148;CIVIL;PEQUENO;1701;5;CIVIL;25;639.8399999999997;565;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600303;265923520148030016;16276;7703;CIVIL;PEQUENO;386;5;CIVIL;10;763.6;538;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600501;2912720148030009;13703;4980;CIVIL;PEQUENO;463;2;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600600;76918920098030000;6414;4980;CIVIL;PEQUENO;2770;10;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600600;33412420108030000;6414;4980;CIVIL;PEQUENO;80;5;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600600;9341120118030002;6414;4980;CIVIL;PEQUENO;251;2;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600600;57332920138030000;6414;4980;CIVIL;PEQUENO;392;7;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600600;61759220138030000;6414;4980;CIVIL;PEQUENO;554;7;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600600;62754720138030000;6414;4980;CIVIL;PEQUENO;435;8;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;159;1600600;89897720138030000;6414;4980;CIVIL;PEQUENO;591;10;CIVIL;88;710.5795454545457;525.5;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;436;1600238;3835320108030006;6155;1156;JUIZADOS;PEQUENO;507;4;JUIZADOS;1;507;507;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600279;38186320098030008;11714;10439;JUIZADOS;PEQUENO;812;10;JUIZADOS;6;765.0000000000001;841.5;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600279;5283520128030008;11714;8961;JUIZADOS;PEQUENO;636;2;JUIZADOS;3;489.66666666666663;636;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600279;22206920128030008;11714;4960;JUIZADOS;PEQUENO;547;7;JUIZADOS;6;645.5;492;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600279;22223920128030008;11714;4960;JUIZADOS;PEQUENO;285;7;JUIZADOS;6;645.5;492;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600279;38965220128030008;11714;9587;JUIZADOS;PEQUENO;180;12;JUIZADOS;6;727.3333333333334;716;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600303;190131220098030016;43865;7773;JUIZADOS;PEQUENO;8;5;JUIZADOS;5;395.40000000000003;507;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600303;328599120128030020;16268;7691;JUIZADOS;PEQUENO;1294;8;JUIZADOS;8;857.8749999999999;730;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600303;424663120128030020;16273;4970;JUIZADOS;PEQUENO;1749;10;JUIZADOS;2;1663;1663;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600303;444010920128030020;16273;7703;JUIZADOS;PEQUENO;1089;11;JUIZADOS;2;726;726;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600303;17208720138030000;43865;899;JUIZADOS;PEQUENO;958;1;JUIZADOS;9;553.9999999999999;484;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600303;82691620138030000;16273;4980;JUIZADOS;PEQUENO;184;3;JUIZADOS;2;497;497;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600600;17659320108030002;6414;9596;JUIZADOS;PEQUENO;2360;3;JUIZADOS;2;1491;1491;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600600;30375420128030000;6414;9597;JUIZADOS;PEQUENO;882;5;JUIZADOS;2;882;882;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600600;35156220128030000;6414;7619;JUIZADOS;PEQUENO;181;5;JUIZADOS;2;181;181;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600600;80373520128030000;6414;9606;JUIZADOS;PEQUENO;927;11;JUIZADOS;2;767;767;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600600;8763720138030002;6414;7773;JUIZADOS;PEQUENO;540;2;JUIZADOS;5;395.40000000000003;507;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;436;1600600;8763720138030002;6414;7773;JUIZADOS;PEQUENO;540;2;JUIZADOS;5;395.40000000000003;507;0;0;1;0;0;0;1;0;0;1;0;0
TJAP;JE;460;1600303;456806420118030020;6401;7752;CIVIL;PEQUENO;1069;12;CIVIL;15;478.6;478;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;460;1600303;92152220128030000;43865;4703;CIVIL;PEQUENO;841;3;CIVIL;2;841;841;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;460;1600303;190348020128030016;16273;1156;CIVIL;PEQUENO;70;5;CIVIL;4;371;371;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;460;1600303;190348020128030016;16273;1156;CIVIL;PEQUENO;70;5;CIVIL;4;371;371;0;0;1;0;0;1;0;0;0;1;0;0
TJAP;JE;460;1600303;398360220128030020;16273;7752;CIVIL;PEQUENO;508;10;CIVIL;15;478.6;478;0;0;1;0;0;1;0;0;0;1;0;0
